Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner
ODI # 3359,Netherlands,South Africa,83 runs,Amstelveen,"May 31, 2013",South Africa
ODI # 3360,England,New Zealand,5 wickets,Lord's,"May 31, 2013",New Zealand
ODI # 3361,England,New Zealand,86 runs,Southampton,"Jun 2, 2013",New Zealand
ODI # 3362,England,New Zealand,34 runs,Nottingham,"Jun 5, 2013",England
ODI # 3363,India,South Africa,26 runs,Cardiff,"Jun 6, 2013",India
ODI # 3364,Pakistan,West Indies,2 wickets,The Oval,"Jun 7, 2013",West Indies
ODI # 3365,England,Australia,48 runs,Birmingham,"Jun 8, 2013",England
ODI # 3366,New Zealand,Sri Lanka,1 wicket,Cardiff,"Jun 9, 2013",New Zealand
ODI # 3367,Pakistan,South Africa,67 runs,Birmingham,"Jun 10, 2013",South Africa
ODI # 3368,India,West Indies,8 wickets,The Oval,"Jun 11, 2013",India
ODI # 3369,Australia,New Zealand,,Birmingham,"Jun 12, 2013",no result
ODI # 3370,England,Sri Lanka,7 wickets,The Oval,"Jun 13, 2013",Sri Lanka
ODI # 3371,South Africa,West Indies,,Cardiff,"Jun 14, 2013",tied
ODI # 3372,India,Pakistan,8 wickets,Birmingham,"Jun 15, 2013",India
ODI # 3373,England,New Zealand,10 runs,Cardiff,"Jun 16, 2013",England
ODI # 3374,Australia,Sri Lanka,20 runs,The Oval,"Jun 17, 2013",Sri Lanka
ODI # 3375,England,South Africa,7 wickets,The Oval,"Jun 19, 2013",England
ODI # 3376,India,Sri Lanka,8 wickets,Cardiff,"Jun 20, 2013",India
ODI # 3377,England,India,5 runs,Birmingham,"Jun 23, 2013",India
ODI # 3378,West Indies,Sri Lanka,6 wickets,Kingston,"Jun 28, 2013",West Indies
ODI # 3379,Scotland,Kenya,12 runs,Aberdeen,"Jun 30, 2013",Scotland
ODI # 3380,West Indies,India,1 wicket,Kingston,"Jun 30, 2013",West Indies
ODI # 3381,Scotland,Kenya,4 wickets,Aberdeen,"Jul 2-3, 2013",Scotland
ODI # 3382,India,Sri Lanka,161 runs,Kingston,"Jul 2, 2013",Sri Lanka
ODI # 3383,West Indies,India,102 runs,Port of Spain,"Jul 5, 2013",India
ODI # 3384,Netherlands,Ireland,88 runs,Amstelveen,"Jul 7, 2013",Ireland
ODI # 3385,West Indies,Sri Lanka,39 runs,Port of Spain,"Jul 7-8, 2013",Sri Lanka
ODI # 3386,Netherlands,Ireland,,Amstelveen,"Jul 9, 2013",tied
ODI # 3387,India,Sri Lanka,81 runs,Port of Spain,"Jul 9, 2013",India
ODI # 3388,India,Sri Lanka,1 wicket,Port of Spain,"Jul 11, 2013",India
ODI # 3389,West Indies,Pakistan,126 runs,Providence,"Jul 14, 2013",Pakistan
ODI # 3390,West Indies,Pakistan,37 runs,Providence,"Jul 16, 2013",West Indies
ODI # 3391,West Indies,Pakistan,,Gros Islet,"Jul 19, 2013",tied
ODI # 3392,Sri Lanka,South Africa,180 runs,Colombo (RPS),"Jul 20, 2013",Sri Lanka
ODI # 3393,West Indies,Pakistan,6 wickets,Gros Islet,"Jul 21, 2013",Pakistan
ODI # 3394,Sri Lanka,South Africa,17 runs,Colombo (RPS),"Jul 23, 2013",Sri Lanka
ODI # 3395,Zimbabwe,India,6 wickets,Harare,"Jul 24, 2013",India
ODI # 3396,West Indies,Pakistan,4 wickets,Gros Islet,"Jul 24, 2013",Pakistan
ODI # 3397,Zimbabwe,India,58 runs,Harare,"Jul 26, 2013",India
ODI # 3398,Sri Lanka,South Africa,56 runs,Pallekele,"Jul 26, 2013",South Africa
ODI # 3399,Zimbabwe,India,7 wickets,Harare,"Jul 28, 2013",India
ODI # 3400,Sri Lanka,South Africa,8 wickets,Pallekele,"Jul 28, 2013",Sri Lanka
ODI # 3401,Sri Lanka,South Africa,128 runs,Colombo (RPS),"Jul 31, 2013",Sri Lanka
ODI # 3402,Zimbabwe,India,9 wickets,Bulawayo,"Aug 1, 2013",India
ODI # 3403,Zimbabwe,India,7 wickets,Bulawayo,"Aug 3, 2013",India
ODI # 3404,Zimbabwe,Pakistan,7 wickets,Harare,"Aug 27, 2013",Zimbabwe
ODI # 3405,Canada,Netherlands,,King City (NW),"Aug 27-28, 2013",no result
ODI # 3406,Zimbabwe,Pakistan,90 runs,Harare,"Aug 29, 2013",Pakistan
ODI # 3407,Canada,Netherlands,9 wickets,King City (NW),"Aug 29, 2013",Netherlands
ODI # 3408,Zimbabwe,Pakistan,108 runs,Harare,"Aug 31, 2013",Pakistan
ODI # 3409,Ireland,England,6 wickets,Dublin (Malahide),"Sep 3, 2013",England
ODI # 3410,Scotland,Australia,200 runs,Edinburgh,"Sep 3, 2013",Australia
ODI # 3411,Ireland,Scotland,1 wicket,Belfast,"Sep 6, 2013",Ireland
ODI # 3412,England,Australia,88 runs,Manchester,"Sep 8, 2013",Australia
ODI # 3413,Ireland,Scotland,7 wickets,Belfast,"Sep 8, 2013",Ireland
ODI # 3414,England,Australia,,Birmingham,"Sep 11, 2013",no result
ODI # 3415,England,Australia,3 wickets,Cardiff,"Sep 14, 2013",England
ODI # 3416,England,Australia,49 runs,Southampton,"Sep 16, 2013",Australia
ODI # 3417,Afghanistan,Kenya,8 wickets,Sharjah,"Oct 2, 2013",Afghanistan
ODI # 3418,Afghanistan,Kenya,7 wickets,Sharjah,"Oct 4, 2013",Afghanistan
ODI # 3419,India,Australia,72 runs,Pune,"Oct 13, 2013",Australia
ODI # 3420,India,Australia,9 wickets,Jaipur,"Oct 16, 2013",India
ODI # 3421,India,Australia,4 wickets,Mohali,"Oct 19, 2013",Australia
ODI # 3422,India,Australia,,Ranchi,"Oct 23, 2013",no result
ODI # 3423,Bangladesh,New Zealand,43 runs,Dhaka,"Oct 29, 2013",Bangladesh
ODI # 3424,India,Australia,6 wickets,Nagpur,"Oct 30, 2013",India
ODI # 3425,Pakistan,South Africa,1 run,Sharjah,"Oct 30, 2013",South Africa
ODI # 3426,Bangladesh,New Zealand,40 runs,Dhaka,"Oct 31, 2013",Bangladesh
ODI # 3427,Pakistan,South Africa,66 runs,Dubai (DSC),"Nov 1, 2013",Pakistan
ODI # 3428,India,Australia,57 runs,Bengaluru,"Nov 2, 2013",India
ODI # 3429,Bangladesh,New Zealand,4 wickets,Fatullah,"Nov 3, 2013",Bangladesh
ODI # 3430,Pakistan,South Africa,68 runs,Abu Dhabi,"Nov 6, 2013",South Africa
ODI # 3431,Pakistan,South Africa,28 runs,Abu Dhabi,"Nov 8, 2013",South Africa
ODI # 3432,Sri Lanka,New Zealand,,Hambantota,"Nov 10, 2013",no result
ODI # 3433,Pakistan,South Africa,117 runs,Sharjah,"Nov 11, 2013",South Africa
ODI # 3434,Sri Lanka,New Zealand,4 wickets,Hambantota,"Nov 12, 2013",New Zealand
ODI # 3435,Sri Lanka,New Zealand,36 runs,Dambulla,"Nov 16, 2013",Sri Lanka
ODI # 3436,India,West Indies,6 wickets,Kochi,"Nov 21, 2013",India
ODI # 3437,India,West Indies,2 wickets,Visakhapatnam,"Nov 24, 2013",West Indies
ODI # 3438,South Africa,Pakistan,23 runs,Cape Town,"Nov 24, 2013",Pakistan
ODI # 3439,India,West Indies,5 wickets,Kanpur,"Nov 27, 2013",India
ODI # 3440,South Africa,Pakistan,1 run,Port Elizabeth,"Nov 27, 2013",Pakistan
ODI # 3441,South Africa,Pakistan,4 wickets,Centurion,"Nov 30, 2013",South Africa
ODI # 3442,South Africa,India,141 runs,Johannesburg,"Dec 5, 2013",South Africa
ODI # 3443,South Africa,India,134 runs,Durban,"Dec 8, 2013",South Africa
ODI # 3444,South Africa,India,,Centurion,"Dec 11, 2013",no result
ODI # 3445,Pakistan,Sri Lanka,11 runs,Sharjah,"Dec 18, 2013",Pakistan
ODI # 3446,Pakistan,Sri Lanka,2 wickets,Dubai (DSC),"Dec 20, 2013",Sri Lanka
ODI # 3447,Pakistan,Sri Lanka,113 runs,Sharjah,"Dec 22, 2013",Pakistan
ODI # 3448,Pakistan,Sri Lanka,8 wickets,Abu Dhabi,"Dec 25, 2013",Pakistan
ODI # 3449,New Zealand,West Indies,2 wickets,Auckland,"Dec 26, 2013",West Indies
ODI # 3450,Pakistan,Sri Lanka,2 wickets,Abu Dhabi,"Dec 27, 2013",Sri Lanka
ODI # 3451,New Zealand,West Indies,159 runs,Queenstown,"Jan 1, 2014",New Zealand
ODI # 3452,New Zealand,West Indies,58 runs,Nelson,"Jan 4, 2014",New Zealand
ODI # 3453,New Zealand,West Indies,203 runs,Hamilton,"Jan 8, 2014",West Indies
ODI # 3454,Australia,England,6 wickets,Melbourne,"Jan 12, 2014",Australia
ODI # 3455,Australia,England,1 wicket,Brisbane,"Jan 17, 2014",Australia
ODI # 3456,New Zealand,India,24 runs,Napier,"Jan 19, 2014",New Zealand
ODI # 3457,Australia,England,7 wickets,Sydney,"Jan 19, 2014",Australia
ODI # 3458,New Zealand,India,15 runs,Hamilton,"Jan 22, 2014",New Zealand
ODI # 3459,Canada,Scotland,170 runs,Christchurch,"Jan 23, 2014",Scotland
ODI # 3460,Kenya,Netherlands,4 wickets,Lincoln,"Jan 23, 2014",Kenya
ODI # 3461,Australia,England,57 runs,Perth,"Jan 24, 2014",England
ODI # 3462,New Zealand,India,,Auckland,"Jan 25, 2014",tied
ODI # 3463,Australia,England,5 runs,Adelaide,"Jan 26, 2014",Australia
ODI # 3464,Canada,Netherlands,8 wickets,Mount Maunganui,"Jan 28, 2014",Netherlands
ODI # 3465,New Zealand,India,7 wickets,Hamilton,"Jan 28, 2014",New Zealand
ODI # 3466,Kenya,Scotland,3 wickets,Christchurch,"Jan 30, 2014",Scotland
ODI # 3467,New Zealand,India,87 runs,Wellington,"Jan 31, 2014",New Zealand
ODI # 3468,Scotland,U.A.E.,41 runs,Lincoln,"Feb 1, 2014",Scotland
ODI # 3469,Bangladesh,Sri Lanka,13 runs,Dhaka,"Feb 17, 2014",Sri Lanka
ODI # 3470,Bangladesh,Sri Lanka,61 runs,Dhaka,"Feb 20, 2014",Sri Lanka
ODI # 3471,Bangladesh,Sri Lanka,6 wickets,Dhaka,"Feb 22, 2014",Sri Lanka
ODI # 3472,West Indies,Ireland,4 wickets,Kingston,"Feb 23, 2014",West Indies
ODI # 3473,Pakistan,Sri Lanka,12 runs,Fatullah,"Feb 25, 2014",Sri Lanka
ODI # 3474,Bangladesh,India,6 wickets,Fatullah,"Feb 26, 2014",India
ODI # 3475,Afghanistan,Pakistan,72 runs,Fatullah,"Feb 27, 2014",Pakistan
ODI # 3476,India,Sri Lanka,2 wickets,Fatullah,"Feb 28, 2014",Sri Lanka
ODI # 3477,West Indies,England,15 runs,North Sound,"Feb 28, 2014",West Indies
ODI # 3478,Bangladesh,Afghanistan,32 runs,Fatullah,"Mar 1, 2014",Afghanistan
ODI # 3479,India,Pakistan,1 wicket,Dhaka,"Mar 2, 2014",Pakistan
ODI # 3480,West Indies,England,3 wickets,North Sound,"Mar 2, 2014",England
ODI # 3481,Afghanistan,Sri Lanka,129 runs,Dhaka,"Mar 3, 2014",Sri Lanka
ODI # 3482,Bangladesh,Pakistan,3 wickets,Dhaka,"Mar 4, 2014",Pakistan
ODI # 3483,Afghanistan,India,8 wickets,Dhaka,"Mar 5, 2014",India
ODI # 3484,West Indies,England,25 runs,North Sound,"Mar 5, 2014",England
ODI # 3485,Bangladesh,Sri Lanka,3 wickets,Dhaka,"Mar 6, 2014",Sri Lanka
ODI # 3486,Pakistan,Sri Lanka,5 wickets,Dhaka,"Mar 8, 2014",Sri Lanka
ODI # 3487,Afghanistan,Hong Kong,6 wickets,Kuala Lumpur,"May 1, 2014",Afghanistan
ODI # 3488,Afghanistan,U.A.E.,70 runs,Kuala Lumpur,"May 2, 2014",Afghanistan
ODI # 3489,Hong Kong,U.A.E.,2 wickets,Kuala Lumpur,"May 4, 2014",U.A.E.
ODI # 3490,Ireland,Sri Lanka,79 runs,Dublin,"May 6, 2014",Sri Lanka
ODI # 3491,Scotland,England,39 runs,Aberdeen,"May 9, 2014",England
ODI # 3492,England,Sri Lanka,81 runs,The Oval,"May 22, 2014",England
ODI # 3493,England,Sri Lanka,157 runs,Chester-le-Street,"May 25, 2014",Sri Lanka
ODI # 3494,England,Sri Lanka,10 wickets,Manchester,"May 28, 2014",England
ODI # 3495,England,Sri Lanka,7 runs,Lord's,"May 31, 2014",Sri Lanka
ODI # 3496,England,Sri Lanka,6 wickets,Birmingham,"Jun 3, 2014",Sri Lanka
ODI # 3497,Bangladesh,India,7 wickets,Dhaka,"Jun 15, 2014",India
ODI # 3498,Bangladesh,India,47 runs,Dhaka,"Jun 17, 2014",India
ODI # 3499,Bangladesh,India,,Dhaka,"Jun 19, 2014",no result
ODI # 3500,Sri Lanka,South Africa,75 runs,Colombo (RPS),"Jul 6, 2014",South Africa
ODI # 3501,Sri Lanka,South Africa,87 runs,Pallekele,"Jul 9, 2014",Sri Lanka
ODI # 3502,Sri Lanka,South Africa,82 runs,Hambantota,"Jul 12, 2014",South Africa
ODI # 3503,Zimbabwe,Afghanistan,6 wickets,Bulawayo,"Jul 18, 2014",Zimbabwe
ODI # 3504,Zimbabwe,Afghanistan,8 wickets,Bulawayo,"Jul 20, 2014",Zimbabwe
ODI # 3505,Zimbabwe,Afghanistan,2 wickets,Bulawayo,"Jul 22, 2014",Afghanistan
ODI # 3506,Zimbabwe,Afghanistan,100 runs,Bulawayo,"Jul 24, 2014",Afghanistan
ODI # 3507,Zimbabwe,South Africa,93 runs,Bulawayo,"Aug 17, 2014",South Africa
ODI # 3508,Zimbabwe,South Africa,61 runs,Bulawayo,"Aug 19, 2014",South Africa
ODI # 3509,West Indies,Bangladesh,3 wickets,St George's,"Aug 20, 2014",West Indies
ODI # 3510,Zimbabwe,South Africa,7 wickets,Bulawayo,"Aug 21, 2014",South Africa
ODI # 3511,West Indies,Bangladesh,177 runs,St George's,"Aug 22, 2014",West Indies
ODI # 3512,Sri Lanka,Pakistan,4 wickets,Hambantota,"Aug 23, 2014",Pakistan
ODI # 3513,Zimbabwe,Australia,198 runs,Harare,"Aug 25, 2014",Australia
ODI # 3514,West Indies,Bangladesh,91 runs,Basseterre,"Aug 25, 2014",West Indies
ODI # 3515,Sri Lanka,Pakistan,77 runs,Hambantota,"Aug 26, 2014",Sri Lanka
ODI # 3516,Australia,South Africa,7 wickets,Harare,"Aug 27, 2014",South Africa
ODI # 3517,England,India,133 runs,Cardiff,"Aug 27, 2014",India
ODI # 3518,Zimbabwe,South Africa,61 runs,Harare,"Aug 29, 2014",South Africa
ODI # 3519,Sri Lanka,Pakistan,7 wickets,Dambulla,"Aug 30, 2014",Sri Lanka
ODI # 3520,England,India,6 wickets,Nottingham,"Aug 30, 2014",India
ODI # 3521,Zimbabwe,Australia,3 wickets,Harare,"Aug 31, 2014",Zimbabwe
ODI # 3522,Australia,South Africa,62 runs,Harare,"Sep 2, 2014",Australia
ODI # 3523,England,India,9 wickets,Birmingham,"Sep 2, 2014",India
ODI # 3524,Zimbabwe,South Africa,63 runs,Harare,"Sep 4, 2014",South Africa
ODI # 3525,England,India,41 runs,Leeds,"Sep 5, 2014",England
ODI # 3526,Australia,South Africa,6 wickets,Harare,"Sep 6, 2014",South Africa
ODI # 3527,Ireland,Scotland,7 wickets,Dublin (Malahide),"Sep 8, 2014",Ireland
ODI # 3528,Ireland,Scotland,3 wickets,Dublin (Malahide),"Sep 10, 2014",Ireland
ODI # 3529,Ireland,Scotland,8 wickets,Dublin (Malahide),"Sep 12, 2014",Scotland
ODI # 3530,Australia,Pakistan,93 runs,Sharjah,"Oct 7, 2014",Australia
ODI # 3531,India,West Indies,124 runs,Kochi,"Oct 8, 2014",West Indies
ODI # 3532,Australia,Pakistan,5 wickets,Dubai (DSC),"Oct 10, 2014",Australia
ODI # 3533,India,West Indies,48 runs,Delhi,"Oct 11, 2014",India
ODI # 3534,Australia,Pakistan,1 run,Abu Dhabi,"Oct 12, 2014",Australia
ODI # 3535,India,West Indies,59 runs,Dharamsala,"Oct 17, 2014",India
ODI # 3536,New Zealand,South Africa,6 wickets,Mount Maunganui,"Oct 21, 2014",South Africa
ODI # 3537,New Zealand,South Africa,72 runs,Mount Maunganui,"Oct 24, 2014",South Africa
ODI # 3538,New Zealand,South Africa,,Hamilton,"Oct 27, 2014",no result
ODI # 3539,India,Sri Lanka,169 runs,Cuttack,"Nov 2, 2014",India
ODI # 3540,India,Sri Lanka,6 wickets,Ahmedabad,"Nov 6, 2014",India
ODI # 3541,Hong Kong,P.N.G.,4 wickets,Townsville,"Nov 8, 2014",P.N.G.
ODI # 3542,Hong Kong,P.N.G.,3 wickets,Townsville,"Nov 9, 2014",P.N.G.
ODI # 3543,India,Sri Lanka,6 wickets,Hyderabad (Deccan),"Nov 9, 2014",India
ODI # 3544,India,Sri Lanka,153 runs,Kolkata,"Nov 13, 2014",India
ODI # 3545,Australia,South Africa,32 runs,Perth,"Nov 14, 2014",Australia
ODI # 3546,Australia,South Africa,3 wickets,Perth,"Nov 16, 2014",South Africa
ODI # 3547,India,Sri Lanka,3 wickets,Ranchi,"Nov 16, 2014",India
ODI # 3548,Australia,South Africa,73 runs,Canberra,"Nov 19, 2014",Australia
ODI # 3549,Australia,South Africa,3 wickets,Melbourne,"Nov 21, 2014",Australia
ODI # 3550,Bangladesh,Zimbabwe,87 runs,Chittagong,"Nov 21, 2014",Bangladesh
ODI # 3551,Australia,South Africa,2 wickets,Sydney,"Nov 23, 2014",Australia
ODI # 3552,Bangladesh,Zimbabwe,68 runs,Chittagong,"Nov 23, 2014",Bangladesh
ODI # 3553,Bangladesh,Zimbabwe,124 runs,Dhaka,"Nov 26, 2014",Bangladesh
ODI # 3554,Sri Lanka,England,25 runs,Colombo (RPS),"Nov 26, 2014",Sri Lanka
ODI # 3555,Bangladesh,Zimbabwe,21 runs,Dhaka,"Nov 28, 2014",Bangladesh
ODI # 3556,U.A.E.,Afghanistan,5 wickets,ICCA Dubai,"Nov 28, 2014",U.A.E.
ODI # 3557,Sri Lanka,England,8 wickets,Colombo (RPS),"Nov 29, 2014",Sri Lanka
ODI # 3558,U.A.E.,Afghanistan,6 wickets,ICCA Dubai,"Nov 30, 2014",U.A.E.
ODI # 3559,Bangladesh,Zimbabwe,5 wickets,Dhaka,"Dec 1, 2014",Bangladesh
ODI # 3560,U.A.E.,Afghanistan,2 wickets,ICCA Dubai,"Dec 2, 2014",Afghanistan
ODI # 3561,Sri Lanka,England,5 wickets,Hambantota,"Dec 3, 2014",England
ODI # 3562,U.A.E.,Afghanistan,30 runs,ICCA Dubai,"Dec 4, 2014",U.A.E.
ODI # 3563,Sri Lanka,England,6 wickets,Colombo (RPS),"Dec 7, 2014",Sri Lanka
ODI # 3564,New Zealand,Pakistan,3 wickets,Dubai (DSC),"Dec 8, 2014",Pakistan
ODI # 3565,Sri Lanka,England,5 wickets,Pallekele,"Dec 10-11, 2014",England
ODI # 3566,New Zealand,Pakistan,4 wickets,Sharjah,"Dec 12, 2014",New Zealand
ODI # 3567,Sri Lanka,England,90 runs,Pallekele,"Dec 13, 2014",Sri Lanka
ODI # 3568,New Zealand,Pakistan,147 runs,Sharjah,"Dec 14, 2014",Pakistan
ODI # 3569,Sri Lanka,England,87 runs,Colombo (RPS),"Dec 16, 2014",Sri Lanka
ODI # 3570,New Zealand,Pakistan,7 runs,Abu Dhabi,"Dec 17, 2014",New Zealand
ODI # 3571,New Zealand,Pakistan,68 runs,Abu Dhabi,"Dec 19, 2014",New Zealand
ODI # 3572,Afghanistan,Scotland,8 wickets,ICCA Dubai,"Jan 8, 2015",Afghanistan
ODI # 3573,Afghanistan,Ireland,3 wickets,Dubai (DSC),"Jan 10, 2015",Ireland
ODI # 3574,New Zealand,Sri Lanka,3 wickets,Christchurch,"Jan 11, 2015",New Zealand
ODI # 3575,Ireland,Scotland,3 wickets,Dubai (DSC),"Jan 12, 2015",Ireland
ODI # 3576,Afghanistan,Scotland,150 runs,Abu Dhabi,"Jan 14, 2015",Scotland
ODI # 3577,New Zealand,Sri Lanka,6 wickets,Hamilton,"Jan 15, 2015",Sri Lanka
ODI # 3578,Australia,England,3 wickets,Sydney,"Jan 16, 2015",Australia
ODI # 3579,South Africa,West Indies,61 runs,Durban,"Jan 16, 2015",South Africa
ODI # 3580,New Zealand,Sri Lanka,,Auckland,"Jan 17, 2015",no result
ODI # 3581,Afghanistan,Ireland,71 runs,Dubai (DSC),"Jan 17, 2015",Afghanistan
ODI # 3582,Australia,India,4 wickets,Melbourne,"Jan 18, 2015",Australia
ODI # 3583,South Africa,West Indies,148 runs,Johannesburg,"Jan 18, 2015",South Africa
ODI # 3584,Ireland,Scotland,,ICCA Dubai,"Jan 19, 2015",no result
ODI # 3585,New Zealand,Sri Lanka,4 wickets,Nelson,"Jan 20, 2015",New Zealand
ODI # 3586,England,India,9 wickets,Brisbane,"Jan 20, 2015",England
ODI # 3587,South Africa,West Indies,9 wickets,East London,"Jan 21, 2015",South Africa
ODI # 3588,New Zealand,Sri Lanka,108 runs,Dunedin,"Jan 23, 2015",New Zealand
ODI # 3589,Australia,England,3 wickets,Hobart,"Jan 23, 2015",Australia
ODI # 3590,New Zealand,Sri Lanka,120 runs,Dunedin,"Jan 25, 2015",New Zealand
ODI # 3591,South Africa,West Indies,1 wicket,Port Elizabeth,"Jan 25, 2015",West Indies
ODI # 3592,Australia,India,,Sydney,"Jan 26, 2015",no result
ODI # 3593,South Africa,West Indies,131 runs,Centurion,"Jan 28, 2015",South Africa
ODI # 3594,New Zealand,Sri Lanka,34 runs,Wellington,"Jan 29, 2015",Sri Lanka
ODI # 3595,England,India,3 wickets,Perth,"Jan 30, 2015",England
ODI # 3596,New Zealand,Pakistan,7 wickets,Wellington,"Jan 31, 2015",New Zealand
ODI # 3597,Australia,England,112 runs,Perth,"Feb 1, 2015",Australia
ODI # 3598,New Zealand,Pakistan,119 runs,Napier,"Feb 3, 2015",New Zealand
ODI # 3599,New Zealand,Sri Lanka,98 runs,Christchurch,"Feb 14, 2015",New Zealand
ODI # 3600,Australia,England,111 runs,Melbourne,"Feb 14, 2015",Australia
ODI # 3601,South Africa,Zimbabwe,62 runs,Hamilton,"Feb 15, 2015",South Africa
ODI # 3602,India,Pakistan,76 runs,Adelaide,"Feb 15, 2015",India
ODI # 3603,Ireland,West Indies,4 wickets,Nelson,"Feb 16, 2015",Ireland
ODI # 3604,New Zealand,Scotland,3 wickets,Dunedin,"Feb 17, 2015",New Zealand
ODI # 3605,Afghanistan,Bangladesh,105 runs,Canberra,"Feb 18, 2015",Bangladesh
ODI # 3606,U.A.E.,Zimbabwe,4 wickets,Nelson,"Feb 19, 2015",Zimbabwe
ODI # 3607,New Zealand,England,8 wickets,Wellington,"Feb 20, 2015",New Zealand
ODI # 3608,Pakistan,West Indies,150 runs,Christchurch,"Feb 21, 2015",West Indies
ODI # 3609,Afghanistan,Sri Lanka,4 wickets,Dunedin,"Feb 22, 2015",Sri Lanka
ODI # 3610,India,South Africa,130 runs,Melbourne,"Feb 22, 2015",India
ODI # 3611,England,Scotland,119 runs,Christchurch,"Feb 23, 2015",England
ODI # 3612,West Indies,Zimbabwe,73 runs,Canberra,"Feb 24, 2015",West Indies
ODI # 3613,Ireland,U.A.E.,2 wickets,Brisbane,"Feb 25, 2015",Ireland
ODI # 3614,Afghanistan,Scotland,1 wicket,Dunedin,"Feb 26, 2015",Afghanistan
ODI # 3615,Bangladesh,Sri Lanka,92 runs,Melbourne,"Feb 26, 2015",Sri Lanka
ODI # 3616,South Africa,West Indies,257 runs,Sydney,"Feb 27, 2015",South Africa
ODI # 3617,New Zealand,Australia,1 wicket,Auckland,"Feb 28, 2015",New Zealand
ODI # 3618,India,U.A.E.,9 wickets,Perth,"Feb 28, 2015",India
ODI # 3619,England,Sri Lanka,9 wickets,Wellington,"Mar 1, 2015",Sri Lanka
ODI # 3620,Pakistan,Zimbabwe,20 runs,Brisbane,"Mar 1, 2015",Pakistan
ODI # 3621,Ireland,South Africa,201 runs,Canberra,"Mar 3, 2015",South Africa
ODI # 3622,Pakistan,U.A.E.,129 runs,Napier,"Mar 4, 2015",Pakistan
ODI # 3623,Australia,Afghanistan,275 runs,Perth,"Mar 4, 2015",Australia
ODI # 3624,Bangladesh,Scotland,6 wickets,Nelson,"Mar 5, 2015",Bangladesh
ODI # 3625,India,West Indies,4 wickets,Perth,"Mar 6, 2015",India
ODI # 3626,Pakistan,South Africa,29 runs,Auckland,"Mar 7, 2015",Pakistan
ODI # 3627,Ireland,Zimbabwe,5 runs,Hobart,"Mar 7, 2015",Ireland
ODI # 3628,New Zealand,Afghanistan,6 wickets,Napier,"Mar 8, 2015",New Zealand
ODI # 3629,Australia,Sri Lanka,64 runs,Sydney,"Mar 8, 2015",Australia
ODI # 3630,Bangladesh,England,15 runs,Adelaide,"Mar 9, 2015",Bangladesh
ODI # 3631,India,Ireland,8 wickets,Hamilton,"Mar 10, 2015",India
ODI # 3632,Scotland,Sri Lanka,148 runs,Hobart,"Mar 11, 2015",Sri Lanka
ODI # 3633,South Africa,U.A.E.,146 runs,Wellington,"Mar 12, 2015",South Africa
ODI # 3634,New Zealand,Bangladesh,3 wickets,Hamilton,"Mar 13, 2015",New Zealand
ODI # 3635,Afghanistan,England,9 wickets,Sydney,"Mar 13, 2015",England
ODI # 3636,India,Zimbabwe,6 wickets,Auckland,"Mar 14, 2015",India
ODI # 3637,Australia,Scotland,7 wickets,Hobart,"Mar 14, 2015",Australia
ODI # 3638,U.A.E.,West Indies,6 wickets,Napier,"Mar 15, 2015",West Indies
ODI # 3639,Ireland,Pakistan,7 wickets,Adelaide,"Mar 15, 2015",Pakistan
ODI # 3640,South Africa,Sri Lanka,9 wickets,Sydney,"Mar 18, 2015",South Africa
ODI # 3641,Bangladesh,India,109 runs,Melbourne,"Mar 19, 2015",India
ODI # 3642,Australia,Pakistan,6 wickets,Adelaide,"Mar 20, 2015",Australia
ODI # 3643,New Zealand,West Indies,143 runs,Wellington,"Mar 21, 2015",New Zealand
ODI # 3644,New Zealand,South Africa,4 wickets,Auckland,"Mar 24, 2015",New Zealand
ODI # 3645,Australia,India,95 runs,Sydney,"Mar 26, 2015",Australia
ODI # 3646,Australia,New Zealand,7 wickets,Melbourne,"Mar 29, 2015",Australia
ODI # 3647,Bangladesh,Pakistan,79 runs,Dhaka,"Apr 17, 2015",Bangladesh
ODI # 3648,Bangladesh,Pakistan,7 wickets,Dhaka,"Apr 19, 2015",Bangladesh
ODI # 3649,Bangladesh,Pakistan,8 wickets,Dhaka,"Apr 22, 2015",Bangladesh
ODI # 3650,Ireland,England,,Dublin (Malahide),"May 8, 2015",no result
ODI # 3651,Pakistan,Zimbabwe,41 runs,Lahore,"May 26, 2015",Pakistan
ODI # 3652,Pakistan,Zimbabwe,6 wickets,Lahore,"May 29, 2015",Pakistan
ODI # 3653,Pakistan,Zimbabwe,,Lahore,"May 31, 2015",no result
ODI # 3654,England,New Zealand,210 runs,Birmingham,"Jun 9, 2015",England
ODI # 3655,England,New Zealand,13 runs,The Oval,"Jun 12, 2015",New Zealand
ODI # 3656,England,New Zealand,3 wickets,Southampton,"Jun 14, 2015",New Zealand
ODI # 3657,England,New Zealand,7 wickets,Nottingham,"Jun 17, 2015",England
ODI # 3658,Bangladesh,India,79 runs,Dhaka,"Jun 18, 2015",Bangladesh
ODI # 3659,England,New Zealand,3 wickets,Chester-le-Street,"Jun 20, 2015",England
ODI # 3660,Bangladesh,India,6 wickets,Dhaka,"Jun 21, 2015",Bangladesh
ODI # 3661,Bangladesh,India,77 runs,Dhaka,"Jun 24, 2015",India
ODI # 3662,Zimbabwe,India,4 runs,Harare,"Jul 10, 2015",India
ODI # 3663,Bangladesh,South Africa,8 wickets,Dhaka,"Jul 10, 2015",South Africa
