,Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner
2295,ODI # 2398,Zimbabwe,Bangladesh,8 wickets,Harare,"Aug 6, 2006",Bangladesh
2296,ODI # 2399,Scotland,Netherlands,4 wickets,Ayr,"Aug 6, 2006",Scotland
2297,ODI # 2400,Canada,Kenya,5 wickets,Toronto,"Aug 6, 2006",Kenya
2298,ODI # 2402,Kenya,Bangladesh,6 wickets,Nairobi,"Aug 12, 2006",Bangladesh
2299,ODI # 2403,Kenya,Bangladesh,2 wickets,Nairobi,"Aug 13, 2006",Bangladesh
2300,ODI # 2404,Kenya,Bangladesh,6 wickets,Nairobi,"Aug 15, 2006",Bangladesh
2301,ODI # 2406,Canada,Bermuda,6 wickets,Toronto,"Aug 19, 2006",Bermuda
2302,ODI # 2407,Canada,Bermuda,11 runs,Toronto,"Aug 21, 2006",Bermuda
2303,ODI # 2409,England,Pakistan,7 wickets,Lord's,"Sep 2, 2006",Pakistan
2304,ODI # 2410,England,Pakistan,2 wickets,Southampton,"Sep 5, 2006",Pakistan
2305,ODI # 2411,England,Pakistan,8 wickets,Nottingham,"Sep 8, 2006",England
2306,ODI # 2412,England,Pakistan,3 wickets,Birmingham,"Sep 10, 2006",England
2307,ODI # 2413,Australia,West Indies,78 runs,Kuala Lumpur,"Sep 12, 2006",Australia
2308,ODI # 2414,India,West Indies,29 runs,Kuala Lumpur,"Sep 14, 2006",West Indies
2309,ODI # 2415,South Africa,Zimbabwe,5 wickets,Bloemfontein,"Sep 15, 2006",South Africa
2310,ODI # 2417,Australia,West Indies,3 wickets,Kuala Lumpur,"Sep 18, 2006",West Indies
2311,ODI # 2418,South Africa,Zimbabwe,6 wickets,East London,"Sep 18, 2006",South Africa
2312,ODI # 2419,India,West Indies,16 runs,Kuala Lumpur,"Sep 20, 2006",India
2313,ODI # 2420,South Africa,Zimbabwe,171 runs,Potchefstroom,"Sep 20, 2006",South Africa
2314,ODI # 2421,Australia,India,18 runs,Kuala Lumpur,"Sep 22, 2006",Australia
2315,ODI # 2422,Australia,West Indies,127 runs,Kuala Lumpur,"Sep 24, 2006",Australia
2316,ODI # 2423,Bangladesh,Sri Lanka,37 runs,Mohali,"Oct 7, 2006",Sri Lanka
2317,ODI # 2424,West Indies,Zimbabwe,9 wickets,Ahmedabad,"Oct 8, 2006",West Indies
2318,ODI # 2425,Sri Lanka,Zimbabwe,144 runs,Ahmedabad,"Oct 10, 2006",Sri Lanka
2319,ODI # 2426,Bangladesh,West Indies,10 wickets,Jaipur,"Oct 11, 2006",West Indies
2320,ODI # 2427,Bangladesh,Zimbabwe,101 runs,Jaipur,"Oct 13, 2006",Bangladesh
2321,ODI # 2428,Sri Lanka,West Indies,9 wickets,Mumbai,"Oct 14, 2006",Sri Lanka
2322,ODI # 2429,India,England,4 wickets,Jaipur,"Oct 15, 2006",India
2323,ODI # 2430,New Zealand,South Africa,87 runs,Mumbai,"Oct 16, 2006",New Zealand
2324,ODI # 2431,Pakistan,Sri Lanka,4 wickets,Jaipur,"Oct 17, 2006",Pakistan
2325,ODI # 2432,Australia,West Indies,10 runs,Mumbai,"Oct 18, 2006",West Indies
2326,ODI # 2433,New Zealand,Sri Lanka,7 wickets,Mumbai,"Oct 20, 2006",Sri Lanka
2327,ODI # 2434,Australia,England,6 wickets,Jaipur,"Oct 21, 2006",Australia
2328,ODI # 2435,South Africa,Sri Lanka,78 runs,Ahmedabad,"Oct 24, 2006",South Africa
2329,ODI # 2436,New Zealand,Pakistan,51 runs,Mohali,"Oct 25, 2006",New Zealand
2330,ODI # 2437,India,West Indies,3 wickets,Ahmedabad,"Oct 26, 2006",West Indies
2331,ODI # 2438,Pakistan,South Africa,124 runs,Mohali,"Oct 27, 2006",South Africa
2332,ODI # 2439,England,West Indies,3 wickets,Ahmedabad,"Oct 28, 2006",England
2333,ODI # 2440,India,Australia,6 wickets,Mohali,"Oct 29, 2006",Australia
2334,ODI # 2441,Australia,New Zealand,34 runs,Mohali,"Nov 1, 2006",Australia
2335,ODI # 2442,South Africa,West Indies,6 wickets,Jaipur,"Nov 2, 2006",West Indies
2336,ODI # 2443,Australia,West Indies,8 wickets,Mumbai,"Nov 5, 2006",Australia
2337,ODI # 2444,Kenya,Bermuda,79 runs,Mombasa,"Nov 11, 2006",Kenya
2338,ODI # 2445,Kenya,Bermuda,7 wickets,Mombasa,"Nov 12, 2006",Kenya
2339,ODI # 2446,Kenya,Bermuda,104 runs,Mombasa,"Nov 14, 2006",Kenya
2340,ODI # 2447,South Africa,India,157 runs,Durban,"Nov 22, 2006",South Africa
2341,ODI # 2448,Canada,Netherlands,17 runs,Potchefstroom,"Nov 26, 2006",Netherlands
2342,ODI # 2449,South Africa,India,106 runs,Cape Town,"Nov 26, 2006",South Africa
2343,ODI # 2450,Bermuda,Canada,5 wickets,Potchefstroom,"Nov 27, 2006",Canada
2344,ODI # 2451,Bermuda,Netherlands,8 wickets,Potchefstroom,"Nov 28, 2006",Netherlands
2345,ODI # 2452,South Africa,India,80 runs,Port Elizabeth,"Nov 29, 2006",South Africa
2346,ODI # 2453,Bangladesh,Zimbabwe,9 wickets,Khulna,"Nov 30, 2006",Bangladesh
2347,ODI # 2454,Bermuda,Canada,3 wickets,Benoni,"Nov 30, 2006",Canada
2348,ODI # 2455,Canada,Netherlands,1 wicket,Benoni,"Dec 1, 2006",Netherlands
2349,ODI # 2456,Bermuda,Netherlands,6 wickets,Benoni,"Dec 2, 2006",Bermuda
2350,ODI # 2457,Bangladesh,Zimbabwe,6 wickets,Bogra,"Dec 3, 2006",Bangladesh
2351,ODI # 2458,South Africa,India,9 wickets,Centurion,"Dec 3, 2006",South Africa
2352,ODI # 2459,Bangladesh,Zimbabwe,26 runs,Bogra,"Dec 5, 2006",Bangladesh
2353,ODI # 2460,Pakistan,West Indies,2 wickets,Faisalabad,"Dec 7, 2006",Pakistan
2354,ODI # 2461,Bangladesh,Zimbabwe,8 wickets,Dhaka,"Dec 8, 2006",Bangladesh
2355,ODI # 2462,Bangladesh,Zimbabwe,3 wickets,Dhaka,"Dec 9, 2006",Bangladesh
2356,ODI # 2463,Pakistan,West Indies,7 wickets,Lahore,"Dec 10, 2006",Pakistan
2357,ODI # 2464,Pakistan,West Indies,7 wickets,Multan,"Dec 13, 2006",West Indies
2358,ODI # 2465,Bangladesh,Scotland,6 wickets,Chittagong,"Dec 15, 2006",Bangladesh
2359,ODI # 2466,Pakistan,West Indies,7 wickets,Karachi,"Dec 16, 2006",Pakistan
2360,ODI # 2467,Bangladesh,Scotland,146 runs,Dhaka,"Dec 17, 2006",Bangladesh
2361,ODI # 2468,New Zealand,Sri Lanka,7 wickets,Napier,"Dec 28, 2006",Sri Lanka
2362,ODI # 2469,New Zealand,Sri Lanka,1 wicket,Queenstown,"Dec 31, 2006",New Zealand
2363,ODI # 2470,New Zealand,Sri Lanka,4 wickets,Christchurch,"Jan 2, 2007",New Zealand
2364,ODI # 2471,New Zealand,Sri Lanka,189 runs,Auckland,"Jan 6, 2007",Sri Lanka
2365,ODI # 2473,Australia,England,8 wickets,Melbourne,"Jan 12, 2007",Australia
2366,ODI # 2474,Australia,New Zealand,105 runs,Hobart,"Jan 14, 2007",Australia
2367,ODI # 2475,England,New Zealand,3 wickets,Hobart,"Jan 16, 2007",England
2368,ODI # 2476,Kenya,Scotland,190 runs,Mombasa,"Jan 17, 2007",Kenya
2369,ODI # 2477,Canada,Scotland,2 wickets,Mombasa,"Jan 18, 2007",Scotland
2370,ODI # 2478,Australia,England,4 wickets,Brisbane,"Jan 19, 2007",Australia
2371,ODI # 2479,Australia,New Zealand,2 wickets,Sydney,"Jan 21, 2007",Australia
2372,ODI # 2480,India,West Indies,14 runs,Nagpur,"Jan 21, 2007",India
2373,ODI # 2481,Kenya,Scotland,6 runs,Mombasa,"Jan 21, 2007",Kenya
2374,ODI # 2482,England,New Zealand,90 runs,Adelaide,"Jan 23, 2007",New Zealand
2375,ODI # 2483,Canada,Scotland,2 wickets,Mombasa,"Jan 23, 2007",Scotland
2376,ODI # 2484,Kenya,Canada,69 runs,Mombasa,"Jan 24, 2007",Canada
2377,ODI # 2485,India,West Indies,20 runs,Cuttack,"Jan 24, 2007",India
2378,ODI # 2486,Australia,England,9 wickets,Adelaide,"Jan 26, 2007",Australia
2379,ODI # 2487,India,West Indies,3 wickets,Chennai,"Jan 27, 2007",West Indies
2380,ODI # 2488,Australia,New Zealand,8 runs,Perth,"Jan 28, 2007",Australia
2381,ODI # 2489,Kenya,Bermuda,10 wickets,Nairobi,"Jan 29, 2007",Kenya
2382,ODI # 2490,England,New Zealand,58 runs,Perth,"Jan 30, 2007",New Zealand
2383,ODI # 2491,Canada,Netherlands,8 wickets,Nairobi,"Jan 30, 2007",Netherlands
2384,ODI # 2492,Ireland,Scotland,3 wickets,Nairobi,"Jan 30, 2007",Scotland
2385,ODI # 2493,India,West Indies,160 runs,Vadodara,"Jan 31, 2007",India
2386,ODI # 2494,Bermuda,Ireland,4 wickets,Nairobi,"Jan 31, 2007",Ireland
2387,ODI # 2495,Canada,Scotland,7 runs,Nairobi,"Jan 31, 2007",Scotland
2388,ODI # 2496,Kenya,Netherlands,7 wickets,Nairobi,"Jan 31, 2007",Kenya
2389,ODI # 2497,Australia,England,92 runs,Sydney,"Feb 2, 2007",England
2390,ODI # 2498,Bermuda,Canada,56 runs,Nairobi,"Feb 2, 2007",Canada
2391,ODI # 2499,Kenya,Ireland,1 wicket,Nairobi,"Feb 2, 2007",Kenya
2392,ODI # 2500,Netherlands,Scotland,2 runs,Nairobi,"Feb 2, 2007",Scotland
2393,ODI # 2501,Australia,New Zealand,5 wickets,Melbourne,"Feb 4, 2007",Australia
2394,ODI # 2502,Bermuda,Netherlands,8 wickets,Nairobi,"Feb 4, 2007",Netherlands
2395,ODI # 2503,Canada,Ireland,6 wickets,Nairobi,"Feb 4, 2007",Canada
2396,ODI # 2504,Kenya,Scotland,77 runs,Nairobi,"Feb 4, 2007",Scotland
2397,ODI # 2505,Zimbabwe,Bangladesh,45 runs,Harare,"Feb 4, 2007",Bangladesh
2398,ODI # 2506,South Africa,Pakistan,164 runs,Centurion,"Feb 4, 2007",South Africa
2399,ODI # 2507,Bermuda,Scotland,5 wickets,Nairobi,"Feb 5, 2007",Bermuda
2400,ODI # 2508,Kenya,Canada,158 runs,Nairobi,"Feb 5, 2007",Kenya
2401,ODI # 2509,Ireland,Netherlands,6 runs,Nairobi,"Feb 5, 2007",Netherlands
2402,ODI # 2510,England,New Zealand,14 runs,Brisbane,"Feb 6, 2007",England
2403,ODI # 2511,Zimbabwe,Bangladesh,8 wickets,Harare,"Feb 6, 2007",Zimbabwe
2404,ODI # 2512,Kenya,Scotland,8 wickets,Nairobi,"Feb 7, 2007",Kenya
2405,ODI # 2513,South Africa,Pakistan,141 runs,Durban,"Feb 7, 2007",Pakistan
2406,ODI # 2515,Australia,England,4 wickets,Melbourne,"Feb 9, 2007",England
2407,ODI # 2516,Zimbabwe,Bangladesh,14 runs,Harare,"Feb 9, 2007",Bangladesh
2408,ODI # 2518,Zimbabwe,Bangladesh,1 wicket,Harare,"Feb 10, 2007",Bangladesh
2409,ODI # 2519,Australia,England,34 runs,Sydney,"Feb 11, 2007",England
2410,ODI # 2520,India,Sri Lanka,5 runs,Rajkot,"Feb 11, 2007",Sri Lanka
2411,ODI # 2521,South Africa,Pakistan,10 wickets,Cape Town,"Feb 11, 2007",South Africa
2412,ODI # 2522,India,Sri Lanka,5 wickets,Margao,"Feb 14, 2007",India
2413,ODI # 2523,South Africa,Pakistan,9 wickets,Johannesburg,"Feb 14, 2007",South Africa
2414,ODI # 2524,New Zealand,Australia,10 wickets,Wellington,"Feb 16, 2007",New Zealand
2415,ODI # 2525,India,Sri Lanka,7 wickets,Visakhapatnam,"Feb 17, 2007",India
2416,ODI # 2526,New Zealand,Australia,5 wickets,Auckland,"Feb 18, 2007",New Zealand
2417,ODI # 2527,New Zealand,Australia,1 wicket,Hamilton,"Feb 20, 2007",New Zealand
2418,ODI # 2528,Bangladesh,Bermuda,8 wickets,St John's,"Feb 25, 2007",Bangladesh
2419,ODI # 2529,Bermuda,Canada,3 wickets,St John's,"Feb 26, 2007",Canada
2420,ODI # 2530,Bangladesh,Canada,13 runs,St John's,"Feb 28, 2007",Bangladesh
2421,ODI # 2531,West Indies,Pakistan,54 runs,Kingston,"Mar 13, 2007",West Indies
2422,ODI # 2532,Australia,Scotland,203 runs,Basseterre,"Mar 14, 2007",Australia
2423,ODI # 2533,Canada,Kenya,7 wickets,Gros Islet,"Mar 14, 2007",Kenya
2424,ODI # 2534,Bermuda,Sri Lanka,243 runs,Port of Spain,"Mar 15, 2007",Sri Lanka
2425,ODI # 2536,England,New Zealand,6 wickets,Gros Islet,"Mar 16, 2007",New Zealand
2426,ODI # 2537,Netherlands,South Africa,221 runs,Basseterre,"Mar 16, 2007",South Africa
2427,ODI # 2538,Bangladesh,India,5 wickets,Port of Spain,"Mar 17, 2007",Bangladesh
2428,ODI # 2539,Ireland,Pakistan,3 wickets,Kingston,"Mar 17, 2007",Ireland
2429,ODI # 2540,Australia,Netherlands,229 runs,Basseterre,"Mar 18, 2007",Australia
2430,ODI # 2541,Canada,England,51 runs,Gros Islet,"Mar 18, 2007",England
2431,ODI # 2542,Bermuda,India,257 runs,Port of Spain,"Mar 19, 2007",India
2432,ODI # 2543,West Indies,Zimbabwe,6 wickets,Kingston,"Mar 19, 2007",West Indies
2433,ODI # 2544,Kenya,New Zealand,148 runs,Gros Islet,"Mar 20, 2007",New Zealand
2434,ODI # 2545,Scotland,South Africa,7 wickets,Basseterre,"Mar 20, 2007",South Africa
2435,ODI # 2546,Bangladesh,Sri Lanka,198 runs,Port of Spain,"Mar 21, 2007",Sri Lanka
2436,ODI # 2547,Pakistan,Zimbabwe,93 runs,Kingston,"Mar 21, 2007",Pakistan
2437,ODI # 2548,Canada,New Zealand,114 runs,Gros Islet,"Mar 22, 2007",New Zealand
2438,ODI # 2549,Netherlands,Scotland,8 wickets,Basseterre,"Mar 22, 2007",Netherlands
2439,ODI # 2550,India,Sri Lanka,69 runs,Port of Spain,"Mar 23, 2007",Sri Lanka
2440,ODI # 2551,West Indies,Ireland,8 wickets,Kingston,"Mar 23, 2007",West Indies
2441,ODI # 2552,Australia,South Africa,83 runs,Basseterre,"Mar 24, 2007",Australia
2442,ODI # 2553,England,Kenya,7 wickets,Gros Islet,"Mar 24, 2007",England
2443,ODI # 2554,Bangladesh,Bermuda,7 wickets,Port of Spain,"Mar 25, 2007",Bangladesh
2444,ODI # 2555,West Indies,Australia,103 runs,North Sound,"Mar 27-28, 2007",Australia
2445,ODI # 2556,South Africa,Sri Lanka,1 wicket,Providence,"Mar 28, 2007",South Africa
2446,ODI # 2557,West Indies,New Zealand,7 wickets,North Sound,"Mar 29, 2007",New Zealand
2447,ODI # 2558,England,Ireland,48 runs,Providence,"Mar 30, 2007",England
2448,ODI # 2559,Australia,Bangladesh,10 wickets,North Sound,"Mar 31, 2007",Australia
2449,ODI # 2560,West Indies,Sri Lanka,113 runs,Providence,"Apr 1, 2007",Sri Lanka
2450,ODI # 2561,Bangladesh,New Zealand,9 wickets,North Sound,"Apr 2, 2007",New Zealand
2451,ODI # 2562,Ireland,South Africa,7 wickets,Providence,"Apr 3, 2007",South Africa
2452,ODI # 2563,England,Sri Lanka,2 runs,North Sound,"Apr 4, 2007",Sri Lanka
2453,ODI # 2564,Bangladesh,South Africa,67 runs,Providence,"Apr 7, 2007",Bangladesh
2454,ODI # 2565,Australia,England,7 wickets,North Sound,"Apr 8, 2007",Australia
2455,ODI # 2566,Ireland,New Zealand,129 runs,Providence,"Apr 9, 2007",New Zealand
2456,ODI # 2567,West Indies,South Africa,67 runs,St George's,"Apr 10, 2007",South Africa
2457,ODI # 2568,Bangladesh,England,4 wickets,Bridgetown,"Apr 11, 2007",England
2458,ODI # 2569,New Zealand,Sri Lanka,6 wickets,St George's,"Apr 12, 2007",Sri Lanka
2459,ODI # 2570,Australia,Ireland,9 wickets,Bridgetown,"Apr 13, 2007",Australia
2460,ODI # 2571,New Zealand,South Africa,5 wickets,St George's,"Apr 14, 2007",New Zealand
2461,ODI # 2572,Bangladesh,Ireland,74 runs,Bridgetown,"Apr 15, 2007",Ireland
2462,ODI # 2573,Australia,Sri Lanka,7 wickets,St George's,"Apr 16, 2007",Australia
2463,ODI # 2574,England,South Africa,9 wickets,Bridgetown,"Apr 17, 2007",South Africa
2464,ODI # 2575,Ireland,Sri Lanka,8 wickets,St George's,"Apr 18, 2007",Sri Lanka
2465,ODI # 2576,West Indies,Bangladesh,99 runs,Bridgetown,"Apr 19, 2007",West Indies
2466,ODI # 2577,Australia,New Zealand,215 runs,St George's,"Apr 20, 2007",Australia
2467,ODI # 2578,West Indies,England,1 wicket,Bridgetown,"Apr 21, 2007",England
2468,ODI # 2579,New Zealand,Sri Lanka,81 runs,Kingston,"Apr 24, 2007",Sri Lanka
2469,ODI # 2580,Australia,South Africa,7 wickets,Gros Islet,"Apr 25, 2007",Australia
2470,ODI # 2581,Australia,Sri Lanka,53 runs,Bridgetown,"Apr 28, 2007",Australia
2471,ODI # 2582,Bangladesh,India,5 wickets,Dhaka,"May 10, 2007",India
2472,ODI # 2583,Bangladesh,India,46 runs,Dhaka,"May 12, 2007",India
2473,ODI # 2584,Pakistan,Sri Lanka,5 wickets,Abu Dhabi,"May 18, 2007",Pakistan
2474,ODI # 2585,Pakistan,Sri Lanka,98 runs,Abu Dhabi,"May 20, 2007",Pakistan
2475,ODI # 2586,Pakistan,Sri Lanka,115 runs,Abu Dhabi,"May 22, 2007",Sri Lanka
2476,ODI # 2590,Ireland,India,9 wickets,Belfast,"Jun 23, 2007",India
2477,ODI # 2591,Ireland,South Africa,42 runs,Belfast,"Jun 24, 2007",South Africa
2478,ODI # 2592,India,South Africa,4 wickets,Belfast,"Jun 26, 2007",South Africa
2479,ODI # 2593,India,South Africa,6 wickets,Belfast,"Jun 29, 2007",India
2480,ODI # 2594,England,West Indies,79 runs,Lord's,"Jul 1, 2007",England
2481,ODI # 2595,India,South Africa,6 wickets,Belfast,"Jul 1, 2007",India
2482,ODI # 2596,Canada,Netherlands,117 runs,Toronto,"Jul 3, 2007",Netherlands
2483,ODI # 2597,England,West Indies,61 runs,Birmingham,"Jul 4, 2007",West Indies
2484,ODI # 2598,England,West Indies,93 runs,Nottingham,"Jul 7, 2007",West Indies
2485,ODI # 2599,Netherlands,West Indies,10 wickets,Dublin,"Jul 10, 2007",West Indies
2486,ODI # 2600,Ireland,Netherlands,1 run,Belfast,"Jul 11, 2007",Ireland
2487,ODI # 2601,Scotland,West Indies,4 wickets,Dublin,"Jul 12, 2007",West Indies
2488,ODI # 2604,Ireland,Scotland,23 runs,Belfast,"Jul 15, 2007",Ireland
2489,ODI # 2605,Sri Lanka,Bangladesh,70 runs,Colombo,"Jul 20, 2007",Sri Lanka
2490,ODI # 2606,Sri Lanka,Bangladesh,5 wickets,Colombo,"Jul 23, 2007",Sri Lanka
2491,ODI # 2607,Sri Lanka,Bangladesh,39 runs,Colombo,"Jul 25, 2007",Sri Lanka
2492,ODI # 2608,Scotland,India,7 wickets,Glasgow,"Aug 16, 2007",India
2493,ODI # 2609,Netherlands,Bermuda,172 runs,Rotterdam,"Aug 18, 2007",Netherlands
2494,ODI # 2610,Netherlands,Bermuda,8 wickets,Rotterdam,"Aug 20, 2007",Netherlands
2495,ODI # 2611,England,India,104 runs,Southampton,"Aug 21, 2007",England
2496,ODI # 2612,Zimbabwe,South Africa,5 wickets,Bulawayo,"Aug 22, 2007",South Africa
2497,ODI # 2613,England,India,9 runs,Bristol,"Aug 24, 2007",India
2498,ODI # 2614,Zimbabwe,South Africa,8 wickets,Harare,"Aug 25, 2007",South Africa
2499,ODI # 2615,Zimbabwe,South Africa,28 runs,Harare,"Aug 26, 2007",South Africa
2500,ODI # 2616,England,India,42 runs,Birmingham,"Aug 27, 2007",England
2501,ODI # 2617,England,India,3 wickets,Manchester,"Aug 30, 2007",England
2502,ODI # 2618,England,India,38 runs,Leeds,"Sep 2, 2007",India
2503,ODI # 2619,England,India,2 wickets,The Oval,"Sep 5, 2007",India
2504,ODI # 2620,England,India,7 wickets,Lord's,"Sep 8, 2007",England
2505,ODI # 2622,Sri Lanka,England,119 runs,Dambulla,"Oct 1, 2007",Sri Lanka
2506,ODI # 2623,India,Australia,84 runs,Kochi,"Oct 2, 2007",Australia
2507,ODI # 2624,Sri Lanka,England,65 runs,Dambulla,"Oct 4, 2007",England
2508,ODI # 2625,India,Australia,47 runs,Hyderabad,"Oct 5, 2007",Australia
2509,ODI # 2626,Sri Lanka,England,2 wickets,Dambulla,"Oct 7, 2007",England
2510,ODI # 2627,India,Australia,8 runs,Chandigarh,"Oct 8, 2007",India
2511,ODI # 2628,Sri Lanka,England,5 wickets,Colombo,"Oct 10, 2007",England
2512,ODI # 2629,India,Australia,9 wickets,Vadodara,"Oct 11, 2007",Australia
2513,ODI # 2630,Sri Lanka,England,107 runs,Colombo,"Oct 13, 2007",Sri Lanka
2514,ODI # 2631,India,Australia,18 runs,Nagpur,"Oct 14, 2007",Australia
2515,ODI # 2632,India,Australia,2 wickets,Mumbai,"Oct 17, 2007",India
2516,ODI # 2633,Pakistan,South Africa,45 runs,Lahore,"Oct 18, 2007",South Africa
2517,ODI # 2634,Kenya,Canada,4 wickets,Nairobi,"Oct 18, 2007",Kenya
2518,ODI # 2635,Pakistan,South Africa,25 runs,Lahore,"Oct 20, 2007",Pakistan
2519,ODI # 2636,Kenya,Canada,4 wickets,Nairobi,"Oct 20, 2007",Kenya
2520,ODI # 2637,Pakistan,South Africa,6 wickets,Faisalabad,"Oct 23, 2007",Pakistan
2521,ODI # 2638,Kenya,Bermuda,8 wickets,Nairobi,"Oct 25, 2007",Kenya
2522,ODI # 2639,Pakistan,South Africa,7 wickets,Multan,"Oct 26, 2007",South Africa
2523,ODI # 2640,Kenya,Bermuda,3 wickets,Nairobi,"Oct 27, 2007",Kenya
2524,ODI # 2641,Kenya,Bermuda,1 wicket,Nairobi,"Oct 28, 2007",Kenya
2525,ODI # 2642,Pakistan,South Africa,14 runs,Lahore,"Oct 29, 2007",South Africa
2526,ODI # 2643,India,Pakistan,5 wickets,Guwahati,"Nov 5, 2007",India
2527,ODI # 2644,India,Pakistan,4 wickets,Mohali,"Nov 8, 2007",Pakistan
2528,ODI # 2645,India,Pakistan,46 runs,Kanpur,"Nov 11, 2007",India
2529,ODI # 2646,India,Pakistan,6 wickets,Gwalior,"Nov 15, 2007",India
2530,ODI # 2647,India,Pakistan,31 runs,Jaipur,"Nov 18, 2007",Pakistan
2531,ODI # 2648,South Africa,New Zealand,2 wickets,Durban,"Nov 25, 2007",South Africa
2532,ODI # 2649,Zimbabwe,West Indies,30 runs,Harare,"Nov 30, 2007",Zimbabwe
2533,ODI # 2650,South Africa,New Zealand,7 wickets,Port Elizabeth,"Nov 30, 2007",New Zealand
2534,ODI # 2651,Zimbabwe,West Indies,110 runs,Harare,"Dec 2, 2007",West Indies
2535,ODI # 2652,South Africa,New Zealand,5 wickets,Cape Town,"Dec 2, 2007",South Africa
2536,ODI # 2653,Zimbabwe,West Indies,6 wickets,Harare,"Dec 4, 2007",West Indies
2537,ODI # 2654,Zimbabwe,West Indies,5 wickets,Bulawayo,"Dec 7, 2007",West Indies
2538,ODI # 2655,Australia,New Zealand,7 wickets,Adelaide,"Dec 14, 2007",Australia
2539,ODI # 2657,Australia,New Zealand,114 runs,Hobart,"Dec 20, 2007",Australia
2540,ODI # 2658,New Zealand,Bangladesh,6 wickets,Auckland,"Dec 26, 2007",New Zealand
2541,ODI # 2659,New Zealand,Bangladesh,102 runs,Napier,"Dec 28, 2007",New Zealand
2542,ODI # 2660,New Zealand,Bangladesh,10 wickets,Queenstown,"Dec 31, 2007",New Zealand
2543,ODI # 2661,South Africa,West Indies,6 wickets,Centurion,"Jan 20, 2008",South Africa
2544,ODI # 2662,Pakistan,Zimbabwe,104 runs,Karachi,"Jan 21, 2008",Pakistan
2545,ODI # 2663,Pakistan,Zimbabwe,5 wickets,Hyderabad,"Jan 24, 2008",Pakistan
2546,ODI # 2664,South Africa,West Indies,86 runs,Cape Town,"Jan 25, 2008",South Africa
2547,ODI # 2665,Pakistan,Zimbabwe,37 runs,Multan,"Jan 27, 2008",Pakistan
2548,ODI # 2666,South Africa,West Indies,7 wickets,Port Elizabeth,"Jan 27, 2008",South Africa
2549,ODI # 2667,Pakistan,Zimbabwe,7 wickets,Faisalabad,"Jan 30, 2008",Pakistan
2550,ODI # 2668,South Africa,West Indies,5 wickets,Durban,"Feb 1, 2008",South Africa
2551,ODI # 2669,Pakistan,Zimbabwe,7 wickets,Sheikhupura,"Feb 2, 2008",Pakistan
2552,ODI # 2671,South Africa,West Indies,8 wickets,Johannesburg,"Feb 3, 2008",South Africa
2553,ODI # 2673,Australia,Sri Lanka,128 runs,Sydney,"Feb 8, 2008",Australia
2554,ODI # 2674,New Zealand,England,6 wickets,Wellington,"Feb 9, 2008",New Zealand
2555,ODI # 2675,Australia,India,5 wickets,Melbourne,"Feb 10, 2008",India
2556,ODI # 2676,India,Sri Lanka,8 wickets,Canberra,"Feb 12, 2008",Sri Lanka
2557,ODI # 2677,New Zealand,England,10 wickets,Hamilton,"Feb 12, 2008",New Zealand
2558,ODI # 2678,New Zealand,England,6 wickets,Auckland,"Feb 15, 2008",England
2559,ODI # 2679,Australia,Sri Lanka,63 runs,Perth,"Feb 15, 2008",Australia
2560,ODI # 2680,Australia,India,50 runs,Adelaide,"Feb 17, 2008",Australia
2561,ODI # 2681,India,Sri Lanka,2 wickets,Adelaide,"Feb 19, 2008",India
2562,ODI # 2683,Australia,Sri Lanka,24 runs,Melbourne,"Feb 22, 2008",Australia
2563,ODI # 2684,New Zealand,England,34 runs,Christchurch,"Feb 23, 2008",New Zealand
2564,ODI # 2685,Australia,India,18 runs,Sydney,"Feb 24, 2008",Australia
2565,ODI # 2686,India,Sri Lanka,7 wickets,Hobart,"Feb 26, 2008",India
2566,ODI # 2687,Australia,Sri Lanka,13 runs,Melbourne,"Feb 29, 2008",Sri Lanka
2567,ODI # 2688,Australia,India,6 wickets,Sydney,"Mar 2, 2008",India
2568,ODI # 2689,Australia,India,9 runs,Brisbane,"Mar 4, 2008",India
2569,ODI # 2690,Bangladesh,South Africa,9 wickets,Chittagong,"Mar 9, 2008",South Africa
2570,ODI # 2691,Bangladesh,South Africa,7 wickets,Dhaka,"Mar 12, 2008",South Africa
2571,ODI # 2692,Bangladesh,South Africa,7 wickets,Dhaka,"Mar 14, 2008",South Africa
2572,ODI # 2693,Bangladesh,Ireland,8 wickets,Dhaka,"Mar 18, 2008",Bangladesh
2573,ODI # 2694,Bangladesh,Ireland,84 runs,Dhaka,"Mar 20, 2008",Bangladesh
2574,ODI # 2695,Bangladesh,Ireland,79 runs,Dhaka,"Mar 22, 2008",Bangladesh
2575,ODI # 2696,Pakistan,Bangladesh,152 runs,Lahore,"Apr 8, 2008",Pakistan
2576,ODI # 2697,West Indies,Sri Lanka,1 wicket,Port of Spain,"Apr 10, 2008",West Indies
2577,ODI # 2698,Pakistan,Bangladesh,7 wickets,Faisalabad,"Apr 11, 2008",Pakistan
2578,ODI # 2699,West Indies,Sri Lanka,7 wickets,Port of Spain,"Apr 12, 2008",West Indies
2579,ODI # 2700,Pakistan,Bangladesh,23 runs,Lahore,"Apr 13, 2008",Pakistan
2580,ODI # 2702,Pakistan,Bangladesh,7 wickets,Multan,"Apr 16, 2008",Pakistan
2581,ODI # 2703,Pakistan,Bangladesh,150 runs,Karachi,"Apr 19, 2008",Pakistan
