Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner
ODI # 2459,Bangladesh,Zimbabwe,26 runs,Bogra,"Dec 5, 2006",Bangladesh
ODI # 2460,Pakistan,West Indies,2 wickets,Faisalabad,"Dec 7, 2006",Pakistan
ODI # 2461,Bangladesh,Zimbabwe,8 wickets,Dhaka,"Dec 8, 2006",Bangladesh
ODI # 2462,Bangladesh,Zimbabwe,3 wickets,Dhaka,"Dec 9, 2006",Bangladesh
ODI # 2463,Pakistan,West Indies,7 wickets,Lahore,"Dec 10, 2006",Pakistan
ODI # 2464,Pakistan,West Indies,7 wickets,Multan,"Dec 13, 2006",West Indies
ODI # 2465,Bangladesh,Scotland,6 wickets,Chittagong,"Dec 15, 2006",Bangladesh
ODI # 2466,Pakistan,West Indies,7 wickets,Karachi,"Dec 16, 2006",Pakistan
ODI # 2467,Bangladesh,Scotland,146 runs,Dhaka,"Dec 17, 2006",Bangladesh
ODI # 2468,New Zealand,Sri Lanka,7 wickets,Napier,"Dec 28, 2006",Sri Lanka
ODI # 2469,New Zealand,Sri Lanka,1 wicket,Queenstown,"Dec 31, 2006",New Zealand
ODI # 2470,New Zealand,Sri Lanka,4 wickets,Christchurch,"Jan 2, 2007",New Zealand
ODI # 2471,New Zealand,Sri Lanka,189 runs,Auckland,"Jan 6, 2007",Sri Lanka
ODI # 2473,Australia,England,8 wickets,Melbourne,"Jan 12, 2007",Australia
ODI # 2474,Australia,New Zealand,105 runs,Hobart,"Jan 14, 2007",Australia
ODI # 2475,England,New Zealand,3 wickets,Hobart,"Jan 16, 2007",England
ODI # 2476,Kenya,Scotland,190 runs,Mombasa,"Jan 17, 2007",Kenya
ODI # 2477,Canada,Scotland,2 wickets,Mombasa,"Jan 18, 2007",Scotland
ODI # 2478,Australia,England,4 wickets,Brisbane,"Jan 19, 2007",Australia
ODI # 2479,Australia,New Zealand,2 wickets,Sydney,"Jan 21, 2007",Australia
ODI # 2480,India,West Indies,14 runs,Nagpur,"Jan 21, 2007",India
ODI # 2481,Kenya,Scotland,6 runs,Mombasa,"Jan 21, 2007",Kenya
ODI # 2482,England,New Zealand,90 runs,Adelaide,"Jan 23, 2007",New Zealand
ODI # 2483,Canada,Scotland,2 wickets,Mombasa,"Jan 23, 2007",Scotland
ODI # 2484,Kenya,Canada,69 runs,Mombasa,"Jan 24, 2007",Canada
ODI # 2485,India,West Indies,20 runs,Cuttack,"Jan 24, 2007",India
ODI # 2486,Australia,England,9 wickets,Adelaide,"Jan 26, 2007",Australia
ODI # 2487,India,West Indies,3 wickets,Chennai,"Jan 27, 2007",West Indies
ODI # 2488,Australia,New Zealand,8 runs,Perth,"Jan 28, 2007",Australia
ODI # 2489,Kenya,Bermuda,10 wickets,Nairobi (Jaff),"Jan 29, 2007",Kenya
ODI # 2490,England,New Zealand,58 runs,Perth,"Jan 30, 2007",New Zealand
ODI # 2491,Canada,Netherlands,8 wickets,Nairobi (Ruaraka),"Jan 30, 2007",Netherlands
ODI # 2492,Ireland,Scotland,3 wickets,Nairobi (Gym),"Jan 30, 2007",Scotland
ODI # 2493,India,West Indies,160 runs,Vadodara,"Jan 31, 2007",India
ODI # 2494,Bermuda,Ireland,4 wickets,Nairobi (Jaff),"Jan 31, 2007",Ireland
ODI # 2495,Canada,Scotland,7 runs,Nairobi (Ruaraka),"Jan 31, 2007",Scotland
ODI # 2496,Kenya,Netherlands,7 wickets,Nairobi (Gym),"Jan 31, 2007",Kenya
ODI # 2497,Australia,England,92 runs,Sydney,"Feb 2, 2007",England
ODI # 2498,Bermuda,Canada,56 runs,Nairobi (Gym),"Feb 2, 2007",Canada
ODI # 2499,Kenya,Ireland,1 wicket,Nairobi (Ruaraka),"Feb 2, 2007",Kenya
ODI # 2500,Netherlands,Scotland,2 runs,Nairobi (Jaff),"Feb 2, 2007",Scotland
ODI # 2501,Australia,New Zealand,5 wickets,Melbourne,"Feb 4, 2007",Australia
ODI # 2502,Bermuda,Netherlands,8 wickets,Nairobi (Ruaraka),"Feb 4, 2007",Netherlands
ODI # 2503,Canada,Ireland,6 wickets,Nairobi (Jaff),"Feb 4, 2007",Canada
ODI # 2504,Kenya,Scotland,77 runs,Nairobi (Gym),"Feb 4, 2007",Scotland
ODI # 2505,Zimbabwe,Bangladesh,45 runs,Harare,"Feb 4, 2007",Bangladesh
ODI # 2506,South Africa,Pakistan,164 runs,Centurion,"Feb 4, 2007",South Africa
ODI # 2507,Bermuda,Scotland,5 wickets,Nairobi (Ruaraka),"Feb 5, 2007",Bermuda
ODI # 2508,Kenya,Canada,158 runs,Nairobi (Jaff),"Feb 5, 2007",Kenya
ODI # 2509,Ireland,Netherlands,6 runs,Nairobi (Gym),"Feb 5, 2007",Netherlands
ODI # 2510,England,New Zealand,14 runs,Brisbane,"Feb 6, 2007",England
ODI # 2511,Zimbabwe,Bangladesh,8 wickets,Harare,"Feb 6, 2007",Zimbabwe
ODI # 2512,Kenya,Scotland,8 wickets,Nairobi (Gym),"Feb 7, 2007",Kenya
ODI # 2513,South Africa,Pakistan,141 runs,Durban,"Feb 7, 2007",Pakistan
ODI # 2515,Australia,England,4 wickets,Melbourne,"Feb 9, 2007",England
ODI # 2516,Zimbabwe,Bangladesh,14 runs,Harare,"Feb 9, 2007",Bangladesh
ODI # 2518,Zimbabwe,Bangladesh,1 wicket,Harare,"Feb 10, 2007",Bangladesh
ODI # 2519,Australia,England,34 runs,Sydney,"Feb 11, 2007",England
ODI # 2520,India,Sri Lanka,5 runs,Rajkot,"Feb 11, 2007",Sri Lanka
ODI # 2521,South Africa,Pakistan,10 wickets,Cape Town,"Feb 11, 2007",South Africa
ODI # 2522,India,Sri Lanka,5 wickets,Margao,"Feb 14, 2007",India
ODI # 2523,South Africa,Pakistan,9 wickets,Johannesburg,"Feb 14, 2007",South Africa
ODI # 2524,New Zealand,Australia,10 wickets,Wellington,"Feb 16, 2007",New Zealand
ODI # 2525,India,Sri Lanka,7 wickets,Visakhapatnam,"Feb 17, 2007",India
ODI # 2526,New Zealand,Australia,5 wickets,Auckland,"Feb 18, 2007",New Zealand
ODI # 2527,New Zealand,Australia,1 wicket,Hamilton,"Feb 20, 2007",New Zealand
ODI # 2528,Bangladesh,Bermuda,8 wickets,St John's,"Feb 25, 2007",Bangladesh
ODI # 2529,Bermuda,Canada,3 wickets,St John's,"Feb 26, 2007",Canada
ODI # 2530,Bangladesh,Canada,13 runs,St John's,"Feb 28, 2007",Bangladesh
ODI # 2531,West Indies,Pakistan,54 runs,Kingston,"Mar 13, 2007",West Indies
ODI # 2532,Australia,Scotland,203 runs,Basseterre,"Mar 14, 2007",Australia
ODI # 2533,Canada,Kenya,7 wickets,Gros Islet,"Mar 14, 2007",Kenya
ODI # 2534,Bermuda,Sri Lanka,243 runs,Port of Spain,"Mar 15, 2007",Sri Lanka
ODI # 2536,England,New Zealand,6 wickets,Gros Islet,"Mar 16, 2007",New Zealand
ODI # 2537,Netherlands,South Africa,221 runs,Basseterre,"Mar 16, 2007",South Africa
ODI # 2538,Bangladesh,India,5 wickets,Port of Spain,"Mar 17, 2007",Bangladesh
ODI # 2539,Ireland,Pakistan,3 wickets,Kingston,"Mar 17, 2007",Ireland
ODI # 2540,Australia,Netherlands,229 runs,Basseterre,"Mar 18, 2007",Australia
ODI # 2541,Canada,England,51 runs,Gros Islet,"Mar 18, 2007",England
ODI # 2542,Bermuda,India,257 runs,Port of Spain,"Mar 19, 2007",India
ODI # 2543,West Indies,Zimbabwe,6 wickets,Kingston,"Mar 19, 2007",West Indies
ODI # 2544,Kenya,New Zealand,148 runs,Gros Islet,"Mar 20, 2007",New Zealand
ODI # 2545,Scotland,South Africa,7 wickets,Basseterre,"Mar 20, 2007",South Africa
ODI # 2546,Bangladesh,Sri Lanka,198 runs,Port of Spain,"Mar 21, 2007",Sri Lanka
ODI # 2547,Pakistan,Zimbabwe,93 runs,Kingston,"Mar 21, 2007",Pakistan
ODI # 2548,Canada,New Zealand,114 runs,Gros Islet,"Mar 22, 2007",New Zealand
ODI # 2549,Netherlands,Scotland,8 wickets,Basseterre,"Mar 22, 2007",Netherlands
ODI # 2550,India,Sri Lanka,69 runs,Port of Spain,"Mar 23, 2007",Sri Lanka
ODI # 2551,West Indies,Ireland,8 wickets,Kingston,"Mar 23, 2007",West Indies
ODI # 2552,Australia,South Africa,83 runs,Basseterre,"Mar 24, 2007",Australia
ODI # 2553,England,Kenya,7 wickets,Gros Islet,"Mar 24, 2007",England
ODI # 2554,Bangladesh,Bermuda,7 wickets,Port of Spain,"Mar 25, 2007",Bangladesh
ODI # 2555,West Indies,Australia,103 runs,North Sound,"Mar 27-28, 2007",Australia
ODI # 2556,South Africa,Sri Lanka,1 wicket,Providence,"Mar 28, 2007",South Africa
ODI # 2557,West Indies,New Zealand,7 wickets,North Sound,"Mar 29, 2007",New Zealand
ODI # 2558,England,Ireland,48 runs,Providence,"Mar 30, 2007",England
ODI # 2559,Australia,Bangladesh,10 wickets,North Sound,"Mar 31, 2007",Australia
ODI # 2560,West Indies,Sri Lanka,113 runs,Providence,"Apr 1, 2007",Sri Lanka
ODI # 2561,Bangladesh,New Zealand,9 wickets,North Sound,"Apr 2, 2007",New Zealand
ODI # 2562,Ireland,South Africa,7 wickets,Providence,"Apr 3, 2007",South Africa
ODI # 2563,England,Sri Lanka,2 runs,North Sound,"Apr 4, 2007",Sri Lanka
ODI # 2564,Bangladesh,South Africa,67 runs,Providence,"Apr 7, 2007",Bangladesh
ODI # 2565,Australia,England,7 wickets,North Sound,"Apr 8, 2007",Australia
ODI # 2566,Ireland,New Zealand,129 runs,Providence,"Apr 9, 2007",New Zealand
ODI # 2567,West Indies,South Africa,67 runs,St George's,"Apr 10, 2007",South Africa
ODI # 2568,Bangladesh,England,4 wickets,Bridgetown,"Apr 11, 2007",England
ODI # 2569,New Zealand,Sri Lanka,6 wickets,St George's,"Apr 12, 2007",Sri Lanka
ODI # 2570,Australia,Ireland,9 wickets,Bridgetown,"Apr 13, 2007",Australia
ODI # 2571,New Zealand,South Africa,5 wickets,St George's,"Apr 14, 2007",New Zealand
ODI # 2572,Bangladesh,Ireland,74 runs,Bridgetown,"Apr 15, 2007",Ireland
ODI # 2573,Australia,Sri Lanka,7 wickets,St George's,"Apr 16, 2007",Australia
ODI # 2574,England,South Africa,9 wickets,Bridgetown,"Apr 17, 2007",South Africa
ODI # 2575,Ireland,Sri Lanka,8 wickets,St George's,"Apr 18, 2007",Sri Lanka
ODI # 2576,West Indies,Bangladesh,99 runs,Bridgetown,"Apr 19, 2007",West Indies
ODI # 2577,Australia,New Zealand,215 runs,St George's,"Apr 20, 2007",Australia
ODI # 2578,West Indies,England,1 wicket,Bridgetown,"Apr 21, 2007",England
ODI # 2579,New Zealand,Sri Lanka,81 runs,Kingston,"Apr 24, 2007",Sri Lanka
ODI # 2580,Australia,South Africa,7 wickets,Gros Islet,"Apr 25, 2007",Australia
ODI # 2581,Australia,Sri Lanka,53 runs,Bridgetown,"Apr 28, 2007",Australia
ODI # 2582,Bangladesh,India,5 wickets,Dhaka,"May 10, 2007",India
ODI # 2583,Bangladesh,India,46 runs,Dhaka,"May 12, 2007",India
ODI # 2584,Pakistan,Sri Lanka,5 wickets,Abu Dhabi,"May 18, 2007",Pakistan
ODI # 2585,Pakistan,Sri Lanka,98 runs,Abu Dhabi,"May 20, 2007",Pakistan
ODI # 2586,Pakistan,Sri Lanka,115 runs,Abu Dhabi,"May 22, 2007",Sri Lanka
ODI # 2590,Ireland,India,9 wickets,Belfast,"Jun 23, 2007",India
ODI # 2591,Ireland,South Africa,42 runs,Belfast,"Jun 24, 2007",South Africa
ODI # 2592,India,South Africa,4 wickets,Belfast,"Jun 26, 2007",South Africa
ODI # 2593,India,South Africa,6 wickets,Belfast,"Jun 29, 2007",India
ODI # 2594,England,West Indies,79 runs,Lord's,"Jul 1, 2007",England
ODI # 2595,India,South Africa,6 wickets,Belfast,"Jul 1, 2007",India
ODI # 2596,Canada,Netherlands,117 runs,Toronto,"Jul 3, 2007",Netherlands
ODI # 2597,England,West Indies,61 runs,Birmingham,"Jul 4, 2007",West Indies
ODI # 2598,England,West Indies,93 runs,Nottingham,"Jul 7, 2007",West Indies
ODI # 2599,Netherlands,West Indies,10 wickets,Dublin,"Jul 10, 2007",West Indies
ODI # 2600,Ireland,Netherlands,1 run,Belfast,"Jul 11, 2007",Ireland
ODI # 2601,Scotland,West Indies,4 wickets,Dublin,"Jul 12, 2007",West Indies
ODI # 2604,Ireland,Scotland,23 runs,Belfast,"Jul 15, 2007",Ireland
ODI # 2605,Sri Lanka,Bangladesh,70 runs,Colombo (PSS),"Jul 20, 2007",Sri Lanka
ODI # 2606,Sri Lanka,Bangladesh,5 wickets,Colombo (RPS),"Jul 23, 2007",Sri Lanka
ODI # 2607,Sri Lanka,Bangladesh,39 runs,Colombo (RPS),"Jul 25, 2007",Sri Lanka
ODI # 2608,Scotland,India,7 wickets,Glasgow,"Aug 16, 2007",India
ODI # 2609,Netherlands,Bermuda,172 runs,Rotterdam,"Aug 18, 2007",Netherlands
ODI # 2610,Netherlands,Bermuda,8 wickets,Rotterdam,"Aug 20, 2007",Netherlands
ODI # 2611,England,India,104 runs,Southampton,"Aug 21, 2007",England
ODI # 2612,Zimbabwe,South Africa,5 wickets,Bulawayo,"Aug 22, 2007",South Africa
ODI # 2613,England,India,9 runs,Bristol,"Aug 24, 2007",India
ODI # 2614,Zimbabwe,South Africa,8 wickets,Harare,"Aug 25, 2007",South Africa
ODI # 2615,Zimbabwe,South Africa,28 runs,Harare,"Aug 26, 2007",South Africa
ODI # 2616,England,India,42 runs,Birmingham,"Aug 27, 2007",England
ODI # 2617,England,India,3 wickets,Manchester,"Aug 30, 2007",England
ODI # 2618,England,India,38 runs,Leeds,"Sep 2, 2007",India
ODI # 2619,England,India,2 wickets,The Oval,"Sep 5, 2007",India
ODI # 2620,England,India,7 wickets,Lord's,"Sep 8, 2007",England
ODI # 2622,Sri Lanka,England,119 runs,Dambulla,"Oct 1, 2007",Sri Lanka
ODI # 2623,India,Australia,84 runs,Kochi,"Oct 2, 2007",Australia
ODI # 2624,Sri Lanka,England,65 runs,Dambulla,"Oct 4, 2007",England
ODI # 2625,India,Australia,47 runs,Hyderabad (Deccan),"Oct 5, 2007",Australia
ODI # 2626,Sri Lanka,England,2 wickets,Dambulla,"Oct 7, 2007",England
ODI # 2627,India,Australia,8 runs,Chandigarh,"Oct 8, 2007",India
ODI # 2628,Sri Lanka,England,5 wickets,Colombo (RPS),"Oct 10, 2007",England
ODI # 2629,India,Australia,9 wickets,Vadodara,"Oct 11, 2007",Australia
ODI # 2630,Sri Lanka,England,107 runs,Colombo (RPS),"Oct 13, 2007",Sri Lanka
ODI # 2631,India,Australia,18 runs,Nagpur,"Oct 14, 2007",Australia
ODI # 2632,India,Australia,2 wickets,Mumbai,"Oct 17, 2007",India
ODI # 2633,Pakistan,South Africa,45 runs,Lahore,"Oct 18, 2007",South Africa
ODI # 2634,Kenya,Canada,4 wickets,Nairobi (Gym),"Oct 18, 2007",Kenya
ODI # 2635,Pakistan,South Africa,25 runs,Lahore,"Oct 20, 2007",Pakistan
ODI # 2636,Kenya,Canada,4 wickets,Nairobi (Gym),"Oct 20, 2007",Kenya
ODI # 2637,Pakistan,South Africa,6 wickets,Faisalabad,"Oct 23, 2007",Pakistan
ODI # 2638,Kenya,Bermuda,8 wickets,Nairobi (Gym),"Oct 25, 2007",Kenya
ODI # 2639,Pakistan,South Africa,7 wickets,Multan,"Oct 26, 2007",South Africa
ODI # 2640,Kenya,Bermuda,3 wickets,Nairobi (Gym),"Oct 27, 2007",Kenya
ODI # 2641,Kenya,Bermuda,1 wicket,Nairobi (Gym),"Oct 28, 2007",Kenya
ODI # 2642,Pakistan,South Africa,14 runs,Lahore,"Oct 29, 2007",South Africa
ODI # 2643,India,Pakistan,5 wickets,Guwahati,"Nov 5, 2007",India
ODI # 2644,India,Pakistan,4 wickets,Mohali,"Nov 8, 2007",Pakistan
ODI # 2645,India,Pakistan,46 runs,Kanpur,"Nov 11, 2007",India
ODI # 2646,India,Pakistan,6 wickets,Gwalior,"Nov 15, 2007",India
ODI # 2647,India,Pakistan,31 runs,Jaipur,"Nov 18, 2007",Pakistan
ODI # 2648,South Africa,New Zealand,2 wickets,Durban,"Nov 25, 2007",South Africa
ODI # 2649,Zimbabwe,West Indies,30 runs,Harare,"Nov 30, 2007",Zimbabwe
ODI # 2650,South Africa,New Zealand,7 wickets,Port Elizabeth,"Nov 30, 2007",New Zealand
ODI # 2651,Zimbabwe,West Indies,110 runs,Harare,"Dec 2, 2007",West Indies
ODI # 2652,South Africa,New Zealand,5 wickets,Cape Town,"Dec 2, 2007",South Africa
ODI # 2653,Zimbabwe,West Indies,6 wickets,Harare,"Dec 4, 2007",West Indies
ODI # 2654,Zimbabwe,West Indies,5 wickets,Bulawayo,"Dec 7, 2007",West Indies
ODI # 2655,Australia,New Zealand,7 wickets,Adelaide,"Dec 14, 2007",Australia
ODI # 2657,Australia,New Zealand,114 runs,Hobart,"Dec 20, 2007",Australia
ODI # 2658,New Zealand,Bangladesh,6 wickets,Auckland,"Dec 26, 2007",New Zealand
ODI # 2659,New Zealand,Bangladesh,102 runs,Napier,"Dec 28, 2007",New Zealand
ODI # 2660,New Zealand,Bangladesh,10 wickets,Queenstown,"Dec 31, 2007",New Zealand
ODI # 2661,South Africa,West Indies,6 wickets,Centurion,"Jan 20, 2008",South Africa
ODI # 2662,Pakistan,Zimbabwe,104 runs,Karachi,"Jan 21, 2008",Pakistan
ODI # 2663,Pakistan,Zimbabwe,5 wickets,Hyderabad (Sind),"Jan 24, 2008",Pakistan
ODI # 2664,South Africa,West Indies,86 runs,Cape Town,"Jan 25, 2008",South Africa
ODI # 2665,Pakistan,Zimbabwe,37 runs,Multan,"Jan 27, 2008",Pakistan
ODI # 2666,South Africa,West Indies,7 wickets,Port Elizabeth,"Jan 27, 2008",South Africa
ODI # 2667,Pakistan,Zimbabwe,7 wickets,Faisalabad,"Jan 30, 2008",Pakistan
ODI # 2668,South Africa,West Indies,5 wickets,Durban,"Feb 1, 2008",South Africa
ODI # 2669,Pakistan,Zimbabwe,7 wickets,Sheikhupura,"Feb 2, 2008",Pakistan
ODI # 2671,South Africa,West Indies,8 wickets,Johannesburg,"Feb 3, 2008",South Africa
ODI # 2673,Australia,Sri Lanka,128 runs,Sydney,"Feb 8, 2008",Australia
ODI # 2674,New Zealand,England,6 wickets,Wellington,"Feb 9, 2008",New Zealand
ODI # 2675,Australia,India,5 wickets,Melbourne,"Feb 10, 2008",India
ODI # 2676,India,Sri Lanka,8 wickets,Canberra,"Feb 12, 2008",Sri Lanka
ODI # 2677,New Zealand,England,10 wickets,Hamilton,"Feb 12, 2008",New Zealand
ODI # 2678,New Zealand,England,6 wickets,Auckland,"Feb 15, 2008",England
ODI # 2679,Australia,Sri Lanka,63 runs,Perth,"Feb 15, 2008",Australia
ODI # 2680,Australia,India,50 runs,Adelaide,"Feb 17, 2008",Australia
ODI # 2681,India,Sri Lanka,2 wickets,Adelaide,"Feb 19, 2008",India
ODI # 2683,Australia,Sri Lanka,24 runs,Melbourne,"Feb 22, 2008",Australia
ODI # 2684,New Zealand,England,34 runs,Christchurch,"Feb 23, 2008",New Zealand
ODI # 2685,Australia,India,18 runs,Sydney,"Feb 24, 2008",Australia
ODI # 2686,India,Sri Lanka,7 wickets,Hobart,"Feb 26, 2008",India
ODI # 2687,Australia,Sri Lanka,13 runs,Melbourne,"Feb 29, 2008",Sri Lanka
ODI # 2688,Australia,India,6 wickets,Sydney,"Mar 2, 2008",India
ODI # 2689,Australia,India,9 runs,Brisbane,"Mar 4, 2008",India
ODI # 2690,Bangladesh,South Africa,9 wickets,Chittagong,"Mar 9, 2008",South Africa
ODI # 2691,Bangladesh,South Africa,7 wickets,Dhaka,"Mar 12, 2008",South Africa
ODI # 2692,Bangladesh,South Africa,7 wickets,Dhaka,"Mar 14, 2008",South Africa
ODI # 2693,Bangladesh,Ireland,8 wickets,Dhaka,"Mar 18, 2008",Bangladesh
ODI # 2694,Bangladesh,Ireland,84 runs,Dhaka,"Mar 20, 2008",Bangladesh
ODI # 2695,Bangladesh,Ireland,79 runs,Dhaka,"Mar 22, 2008",Bangladesh
ODI # 2696,Pakistan,Bangladesh,152 runs,Lahore,"Apr 8, 2008",Pakistan
ODI # 2697,West Indies,Sri Lanka,1 wicket,Port of Spain,"Apr 10, 2008",West Indies
ODI # 2698,Pakistan,Bangladesh,7 wickets,Faisalabad,"Apr 11, 2008",Pakistan
ODI # 2699,West Indies,Sri Lanka,7 wickets,Port of Spain,"Apr 12, 2008",West Indies
ODI # 2700,Pakistan,Bangladesh,23 runs,Lahore,"Apr 13, 2008",Pakistan
ODI # 2702,Pakistan,Bangladesh,7 wickets,Multan,"Apr 16, 2008",Pakistan
ODI # 2703,Pakistan,Bangladesh,150 runs,Karachi,"Apr 19, 2008",Pakistan
ODI # 2704,Bangladesh,Pakistan,70 runs,Dhaka,"Jun 8, 2008",Pakistan
ODI # 2705,India,Pakistan,140 runs,Dhaka,"Jun 10, 2008",India
ODI # 2706,Bangladesh,India,7 wickets,Dhaka,"Jun 12, 2008",India
ODI # 2707,India,Pakistan,25 runs,Dhaka,"Jun 14, 2008",Pakistan
ODI # 2708,England,New Zealand,114 runs,Chester-le-Street,"Jun 15, 2008",England
ODI # 2710,England,New Zealand,22 runs,Bristol,"Jun 21, 2008",New Zealand
ODI # 2711,Bangladesh,U.A.E.,96 runs,Lahore,"Jun 24, 2008",Bangladesh
ODI # 2712,Pakistan,Hong Kong,155 runs,Karachi,"Jun 24, 2008",Pakistan
ODI # 2713,West Indies,Australia,84 runs,Kingstown,"Jun 24, 2008",Australia
ODI # 2715,Bangladesh,Sri Lanka,131 runs,Lahore,"Jun 25, 2008",Sri Lanka
ODI # 2716,Hong Kong,India,256 runs,Karachi,"Jun 25, 2008",India
ODI # 2714,England,New Zealand,1 wicket,The Oval,"Jun 25, 2008",New Zealand
ODI # 2717,Pakistan,India,6 wickets,Karachi,"Jun 26, 2008",India
ODI # 2718,Sri Lanka,U.A.E.,142 runs,Lahore,"Jun 26, 2008",Sri Lanka
ODI # 2719,West Indies,Australia,63 runs,St George's,"Jun 27, 2008",Australia
ODI # 2720,England,New Zealand,51 runs,Lord's,"Jun 28, 2008",New Zealand
ODI # 2721,Bangladesh,India,7 wickets,Karachi,"Jun 28, 2008",India
ODI # 2722,Canada,Bermuda,3 wickets,King City (NW),"Jun 28, 2008",Bermuda
ODI # 2723,Pakistan,Sri Lanka,64 runs,Karachi,"Jun 29, 2008",Sri Lanka
ODI # 2724,West Indies,Australia,7 wickets,St George's,"Jun 29, 2008",Australia
ODI # 2725,Canada,Bermuda,11 runs,King City (NW),"Jun 29, 2008",Bermuda
ODI # 2726,Bangladesh,Sri Lanka,158 runs,Karachi,"Jun 30, 2008",Sri Lanka
ODI # 2727,Ireland,New Zealand,290 runs,Aberdeen,"Jul 1, 2008",New Zealand
ODI # 2728,Canada,Bermuda,77 runs,King City (NW),"Jul 1, 2008",Canada
ODI # 2729,Scotland,Ireland,5 wickets,Aberdeen,"Jul 2, 2008",Scotland
ODI # 2730,Pakistan,India,8 wickets,Karachi,"Jul 2, 2008",Pakistan
ODI # 2731,Scotland,New Zealand,8 wickets,Aberdeen,"Jul 3, 2008",New Zealand
ODI # 2732,India,Sri Lanka,6 wickets,Karachi,"Jul 3, 2008",India
ODI # 2733,Pakistan,Bangladesh,10 wickets,Karachi,"Jul 4, 2008",Pakistan
ODI # 2734,West Indies,Australia,1 run,Basseterre,"Jul 4, 2008",Australia
ODI # 2735,India,Sri Lanka,100 runs,Karachi,"Jul 6, 2008",Sri Lanka
ODI # 2736,West Indies,Australia,169 runs,Basseterre,"Jul 6, 2008",Australia
ODI # 2737,Ireland,Netherlands,7 wickets,Dublin,"Jul 28, 2008",Ireland
ODI # 2738,Netherlands,Scotland,6 wickets,Dublin,"Jul 29, 2008",Scotland
ODI # 2739,Ireland,Scotland,7 wickets,Dublin,"Jul 31, 2008",Ireland
ODI # 2740,Netherlands,Bermuda,6 wickets,Amstelveen,"Aug 8, 2008",Netherlands
ODI # 2742,Sri Lanka,India,8 wickets,Dambulla,"Aug 18, 2008",Sri Lanka
ODI # 2744,Canada,Bermuda,25 runs,King City (NW),"Aug 18, 2008",Canada
ODI # 2745,Sri Lanka,India,3 wickets,Dambulla,"Aug 20, 2008",India
ODI # 2746,Bermuda,West Indies,6 wickets,King City (NW),"Aug 20, 2008",West Indies
ODI # 2747,Netherlands,Kenya,6 wickets,Rotterdam,"Aug 21, 2008",Netherlands
ODI # 2748,England,South Africa,20 runs,Leeds,"Aug 22, 2008",England
ODI # 2749,Canada,West Indies,49 runs,King City (NW),"Aug 22, 2008",West Indies
ODI # 2750,Sri Lanka,India,33 runs,Colombo (RPS),"Aug 24, 2008",India
ODI # 2751,Ireland,Kenya,33 runs,Belfast,"Aug 24, 2008",Ireland
ODI # 2752,Canada,West Indies,7 wickets,King City (NW),"Aug 24, 2008",West Indies
ODI # 2754,England,South Africa,10 wickets,Nottingham,"Aug 26, 2008",England
ODI # 2755,Sri Lanka,India,46 runs,Colombo (RPS),"Aug 27, 2008",India
ODI # 2756,Sri Lanka,India,112 runs,Colombo (RPS),"Aug 29, 2008",Sri Lanka
ODI # 2757,England,South Africa,126 runs,The Oval,"Aug 29, 2008",England
ODI # 2758,Australia,Bangladesh,180 runs,Darwin,"Aug 30, 2008",Australia
ODI # 2759,England,South Africa,7 wickets,Lord's,"Aug 31, 2008",England
ODI # 2760,Australia,Bangladesh,8 wickets,Darwin,"Sep 3, 2008",Australia
ODI # 2762,Australia,Bangladesh,73 runs,Darwin,"Sep 6, 2008",Australia
ODI # 2763,Bangladesh,New Zealand,7 wickets,Dhaka,"Oct 9, 2008",Bangladesh
ODI # 2764,Bangladesh,New Zealand,75 runs,Dhaka,"Oct 11, 2008",New Zealand
ODI # 2765,Bangladesh,New Zealand,79 runs,Chittagong,"Oct 14, 2008",New Zealand
ODI # 2766,Ireland,Zimbabwe,156 runs,Nairobi (Gym),"Oct 17, 2008",Zimbabwe
ODI # 2767,Kenya,Ireland,86 runs,Nairobi (Gym),"Oct 18, 2008",Ireland
ODI # 2768,Kenya,Zimbabwe,95 runs,Nairobi (Gym),"Oct 19, 2008",Kenya
ODI # 2769,South Africa,Kenya,159 runs,Bloemfontein,"Oct 31, 2008",South Africa
ODI # 2770,South Africa,Kenya,7 wickets,Kimberley,"Nov 2, 2008",South Africa
ODI # 2771,South Africa,Bangladesh,61 runs,Potchefstroom,"Nov 7, 2008",South Africa
ODI # 2772,South Africa,Bangladesh,128 runs,Benoni,"Nov 9, 2008",South Africa
ODI # 2773,Pakistan,West Indies,4 wickets,Abu Dhabi,"Nov 12, 2008",Pakistan
ODI # 2774,India,England,158 runs,Rajkot,"Nov 14, 2008",India
ODI # 2775,Pakistan,West Indies,24 runs,Abu Dhabi,"Nov 14, 2008",Pakistan
ODI # 2776,Pakistan,West Indies,31 runs,Abu Dhabi,"Nov 16, 2008",Pakistan
ODI # 2777,India,England,54 runs,Indore,"Nov 17, 2008",India
ODI # 2778,India,England,16 runs,Kanpur,"Nov 20, 2008",India
ODI # 2779,Zimbabwe,Sri Lanka,6 wickets,Harare,"Nov 20, 2008",Sri Lanka
ODI # 2780,Zimbabwe,Sri Lanka,9 wickets,Harare,"Nov 22, 2008",Sri Lanka
ODI # 2781,India,England,19 runs,Bengaluru,"Nov 23, 2008",India
ODI # 2782,Zimbabwe,Sri Lanka,5 runs,Harare,"Nov 24, 2008",Sri Lanka
ODI # 2783,India,England,6 wickets,Cuttack,"Nov 26, 2008",India
