Unnamed: 0,Scorecard,Team 1,Team 2,Margin,Ground,Match Date,Winner,Host_Country,Venue_Team1,Venue_Team2,Innings_Team1,Innings_Team2
57,ODI # 62,Sri Lanka,New Zealand,Winner2ndInning,Nottingham,"Jun 9, 1979",New Zealand,England,Neutral,Neutral,First,Second
58,ODI # 63,Australia,England,Winner2ndInning,Lord's,"Jun 9, 1979",England,England,Away,Home,First,Second
59,ODI # 64,Pakistan,Canada,Winner2ndInning,Leeds,"Jun 9, 1979",Pakistan,England,Neutral,Neutral,Second,First
60,ODI # 65,New Zealand,India,Winner2ndInning,Leeds,"Jun 13, 1979",New Zealand,England,Neutral,Neutral,Second,First
61,ODI # 66,Pakistan,Australia,Winner1stInning,Nottingham,"Jun 13-14, 1979",Pakistan,England,Neutral,Neutral,First,Second
62,ODI # 67,Canada,England,Winner2ndInning,Manchester,"Jun 13-14, 1979",England,England,Away,Home,First,Second
63,ODI # 68,Sri Lanka,India,Winner1stInning,Manchester,"Jun 16-18, 1979",Sri Lanka,England,Neutral,Neutral,First,Second
64,ODI # 69,West Indies,New Zealand,Winner1stInning,Nottingham,"Jun 16, 1979",West Indies,England,Neutral,Neutral,First,Second
65,ODI # 70,Canada,Australia,Winner2ndInning,Birmingham,"Jun 16, 1979",Australia,England,Neutral,Neutral,First,Second
66,ODI # 71,Pakistan,England,Winner1stInning,Leeds,"Jun 16, 1979",England,England,Away,Home,Second,First
67,ODI # 72,New Zealand,England,Winner1stInning,Manchester,"Jun 20, 1979",England,England,Away,Home,Second,First
68,ODI # 73,West Indies,Pakistan,Winner1stInning,The Oval,"Jun 20, 1979",West Indies,England,Neutral,Neutral,First,Second
69,ODI # 74,West Indies,England,Winner1stInning,Lord's,"Jun 23, 1979",West Indies,England,Away,Home,First,Second
70,ODI # 75,West Indies,Australia,Winner2ndInning,Sydney,"Nov 27, 1979",Australia,Australia,Away,Home,First,Second
71,ODI # 76,West Indies,England,Winner1stInning,Sydney,"Nov 28, 1979",England,Australia,Neutral,Neutral,Second,First
72,ODI # 77,England,Australia,Winner2ndInning,Melbourne,"Dec 8, 1979",England,Australia,Away,Home,Second,First
73,ODI # 78,West Indies,Australia,Winner1stInning,Melbourne,"Dec 9, 1979",West Indies,Australia,Away,Home,First,Second
74,ODI # 79,England,Australia,Winner1stInning,Sydney,"Dec 11, 1979",England,Australia,Away,Home,First,Second
75,ODI # 80,West Indies,Australia,Winner1stInning,Sydney,"Dec 21, 1979",Australia,Australia,Away,Home,Second,First
76,ODI # 81,West Indies,England,Winner2ndInning,Brisbane,"Dec 23, 1979",West Indies,Australia,Neutral,Neutral,Second,First
77,ODI # 82,England,Australia,Winner2ndInning,Sydney,"Dec 26, 1979",England,Australia,Away,Home,Second,First
78,ODI # 83,England,Australia,Winner2ndInning,Sydney,"Jan 14, 1980",England,Australia,Away,Home,Second,First
79,ODI # 84,West Indies,England,Winner1stInning,Adelaide,"Jan 16, 1980",West Indies,Australia,Neutral,Neutral,First,Second
80,ODI # 85,West Indies,Australia,Winner1stInning,Sydney,"Jan 18, 1980",Australia,Australia,Away,Home,Second,First
81,ODI # 86,West Indies,England,Winner1stInning,Melbourne,"Jan 20, 1980",West Indies,Australia,Neutral,Neutral,First,Second
82,ODI # 87,West Indies,England,Winner2ndInning,Sydney,"Jan 22, 1980",West Indies,Australia,Neutral,Neutral,Second,First
83,ODI # 88,West Indies,New Zealand,Winner2ndInning,Christchurch,"Feb 6, 1980",New Zealand,New Zealand,Away,Home,First,Second
84,ODI # 89,West Indies,England,Winner1stInning,Leeds,"May 28-29, 1980",West Indies,England,Away,Home,First,Second
85,ODI # 90,West Indies,England,Winner2ndInning,Lord's,"May 30, 1980",England,England,Away,Home,First,Second
86,ODI # 91,Australia,England,Winner1stInning,The Oval,"Aug 20, 1980",England,England,Away,Home,Second,First
87,ODI # 92,Australia,England,Winner1stInning,Birmingham,"Aug 22, 1980",England,England,Away,Home,Second,First
88,ODI # 93,West Indies,Pakistan,Winner2ndInning,Karachi,"Nov 21, 1980",West Indies,Pakistan,Away,Home,Second,First
89,ODI # 94,New Zealand,Australia,Winner2ndInning,Adelaide,"Nov 23, 1980",New Zealand,Australia,Away,Home,Second,First
90,ODI # 95,New Zealand,Australia,Winner1stInning,Sydney,"Nov 25, 1980",Australia,Australia,Away,Home,Second,First
91,ODI # 96,West Indies,Pakistan,Winner2ndInning,Sialkot,"Dec 5, 1980",West Indies,Pakistan,Away,Home,Second,First
92,ODI # 97,India,Australia,Winner1stInning,Melbourne,"Dec 6, 1980",India,Australia,Away,Home,First,Second
93,ODI # 98,New Zealand,Australia,Winner2ndInning,Melbourne,"Dec 7, 1980",Australia,Australia,Away,Home,First,Second
94,ODI # 99,New Zealand,India,Winner1stInning,Perth,"Dec 9, 1980",India,Australia,Neutral,Neutral,Second,First
95,ODI # 100,India,Australia,Winner2ndInning,Sydney,"Dec 18, 1980",Australia,Australia,Away,Home,First,Second
96,ODI # 101,West Indies,Pakistan,Winner1stInning,Lahore,"Dec 19, 1980",West Indies,Pakistan,Away,Home,First,Second
97,ODI # 102,New Zealand,India,Winner2ndInning,Brisbane,"Dec 21, 1980",New Zealand,Australia,Neutral,Neutral,Second,First
98,ODI # 103,New Zealand,India,Winner1stInning,Adelaide,"Dec 23, 1980",India,Australia,Neutral,Neutral,Second,First
99,ODI # 104,India,Australia,Winner2ndInning,Sydney,"Jan 8, 1981",Australia,Australia,Away,Home,First,Second
100,ODI # 105,New Zealand,India,Winner2ndInning,Melbourne,"Jan 10, 1981",New Zealand,Australia,Neutral,Neutral,Second,First
101,ODI # 106,India,Australia,Winner2ndInning,Melbourne,"Jan 11, 1981",Australia,Australia,Away,Home,First,Second
102,ODI # 107,New Zealand,Australia,Winner1stInning,Sydney,"Jan 13, 1981",New Zealand,Australia,Away,Home,First,Second
103,ODI # 108,India,Australia,Winner1stInning,Sydney,"Jan 15, 1981",Australia,Australia,Away,Home,Second,First
104,ODI # 109,New Zealand,India,Winner1stInning,Brisbane,"Jan 18, 1981",New Zealand,Australia,Neutral,Neutral,First,Second
105,ODI # 111,New Zealand,Australia,Winner1stInning,Sydney,"Jan 29, 1981",New Zealand,Australia,Away,Home,First,Second
106,ODI # 112,New Zealand,Australia,Winner2ndInning,Melbourne,"Jan 31, 1981",Australia,Australia,Away,Home,First,Second
107,ODI # 113,New Zealand,Australia,Winner1stInning,Melbourne,"Feb 1, 1981",Australia,Australia,Away,Home,Second,First
108,ODI # 114,New Zealand,Australia,Winner2ndInning,Sydney,"Feb 3, 1981",Australia,Australia,Away,Home,First,Second
109,ODI # 115,England,West Indies,Winner1stInning,Kingstown,"Feb 4, 1981",West Indies,West Indies,Away,Home,Second,First
110,ODI # 116,India,New Zealand,Winner1stInning,Auckland,"Feb 14, 1981",New Zealand,New Zealand,Away,Home,Second,First
111,ODI # 117,India,New Zealand,Winner1stInning,Hamilton,"Feb 15, 1981",New Zealand,New Zealand,Away,Home,Second,First
112,ODI # 118,England,West Indies,Winner2ndInning,Albion,"Feb 26, 1981",West Indies,West Indies,Away,Home,First,Second
113,ODI # 119,Australia,England,Winner2ndInning,Lord's,"Jun 4, 1981",England,England,Away,Home,First,Second
114,ODI # 120,Australia,England,Winner1stInning,Birmingham,"Jun 6, 1981",Australia,England,Away,Home,First,Second
115,ODI # 121,Australia,England,Winner1stInning,Leeds,"Jun 8, 1981",Australia,England,Away,Home,First,Second
116,ODI # 122,West Indies,Pakistan,Winner1stInning,Melbourne,"Nov 21, 1981",West Indies,Australia,Neutral,Neutral,First,Second
117,ODI # 123,Pakistan,Australia,Winner2ndInning,Melbourne,"Nov 22, 1981",Pakistan,Australia,Away,Home,Second,First
118,ODI # 124,West Indies,Australia,Winner2ndInning,Sydney,"Nov 24, 1981",Australia,Australia,Away,Home,First,Second
119,ODI # 125,England,India,Winner2ndInning,Ahmedabad,"Nov 25, 1981",England,India,Away,Home,Second,First
120,ODI # 126,West Indies,Pakistan,Winner1stInning,Adelaide,"Dec 5, 1981",Pakistan,Australia,Neutral,Neutral,Second,First
121,ODI # 127,Pakistan,Australia,Winner1stInning,Adelaide,"Dec 6, 1981",Australia,Australia,Away,Home,Second,First
122,ODI # 128,Pakistan,Australia,Winner2ndInning,Sydney,"Dec 17, 1981",Pakistan,Australia,Away,Home,Second,First
123,ODI # 129,West Indies,Pakistan,Winner2ndInning,Perth,"Dec 19, 1981",West Indies,Australia,Neutral,Neutral,Second,First
124,ODI # 130,West Indies,Australia,Winner2ndInning,Perth,"Dec 20, 1981",West Indies,Australia,Away,Home,Second,First
125,ODI # 131,England,India,Winner2ndInning,Jalandhar,"Dec 20, 1981",India,India,Away,Home,First,Second
126,ODI # 132,Pakistan,Australia,Winner1stInning,Melbourne,"Jan 9, 1982",Pakistan,Australia,Away,Home,First,Second
127,ODI # 133,West Indies,Australia,Winner2ndInning,Melbourne,"Jan 10, 1982",West Indies,Australia,Away,Home,Second,First
128,ODI # 134,West Indies,Pakistan,Winner2ndInning,Sydney,"Jan 12, 1982",West Indies,Australia,Neutral,Neutral,Second,First
129,ODI # 135,Pakistan,Australia,Winner1stInning,Sydney,"Jan 14, 1982",Australia,Australia,Away,Home,Second,First
130,ODI # 136,West Indies,Pakistan,Winner2ndInning,Brisbane,"Jan 16, 1982",West Indies,Australia,Neutral,Neutral,Second,First
131,ODI # 137,West Indies,Australia,Winner2ndInning,Brisbane,"Jan 17, 1982",West Indies,Australia,Away,Home,Second,First
132,ODI # 138,West Indies,Australia,Winner1stInning,Sydney,"Jan 19, 1982",Australia,Australia,Away,Home,Second,First
133,ODI # 139,West Indies,Australia,Winner1stInning,Melbourne,"Jan 23, 1982",West Indies,Australia,Away,Home,First,Second
134,ODI # 140,West Indies,Australia,Winner1stInning,Melbourne,"Jan 24, 1982",West Indies,Australia,Away,Home,First,Second
135,ODI # 141,West Indies,Australia,Winner1stInning,Sydney,"Jan 26, 1982",Australia,Australia,Away,Home,Second,First
136,ODI # 142,West Indies,Australia,Winner1stInning,Sydney,"Jan 27, 1982",West Indies,Australia,Away,Home,First,Second
137,ODI # 143,England,India,Winner2ndInning,Cuttack,"Jan 27, 1982",India,India,Away,Home,First,Second
138,ODI # 144,Australia,New Zealand,Winner1stInning,Auckland,"Feb 13, 1982",New Zealand,New Zealand,Away,Home,Second,First
139,ODI # 145,England,Sri Lanka,Winner1stInning,Colombo,"Feb 13, 1982",England,Sri Lanka,Away,Home,First,Second
140,ODI # 146,England,Sri Lanka,Winner1stInning,Colombo,"Feb 14, 1982",Sri Lanka,Sri Lanka,Away,Home,Second,First
141,ODI # 147,Australia,New Zealand,Winner2ndInning,Dunedin,"Feb 17, 1982",Australia,New Zealand,Away,Home,Second,First
142,ODI # 148,Australia,New Zealand,Winner2ndInning,Wellington,"Feb 20, 1982",Australia,New Zealand,Away,Home,Second,First
143,ODI # 149,Sri Lanka,Pakistan,Winner2ndInning,Karachi,"Mar 12, 1982",Pakistan,Pakistan,Away,Home,First,Second
144,ODI # 150,Sri Lanka,Pakistan,Winner1stInning,Lahore,"Mar 29, 1982",Sri Lanka,Pakistan,Away,Home,First,Second
145,ODI # 151,Sri Lanka,Pakistan,Winner2ndInning,Karachi,"Mar 31, 1982",Pakistan,Pakistan,Away,Home,First,Second
146,ODI # 152,India,England,Winner2ndInning,Leeds,"Jun 2, 1982",England,England,Away,Home,First,Second
147,ODI # 153,India,England,Winner1stInning,The Oval,"Jun 4, 1982",England,England,Away,Home,Second,First
148,ODI # 154,Pakistan,England,Winner2ndInning,Nottingham,"Jul 17, 1982",England,England,Away,Home,First,Second
149,ODI # 155,Pakistan,England,Winner1stInning,Manchester,"Jul 19, 1982",England,England,Away,Home,Second,First
150,ODI # 156,Sri Lanka,India,Winner1stInning,Amritsar,"Sep 12, 1982",India,India,Away,Home,Second,First
151,ODI # 157,Sri Lanka,India,Winner2ndInning,Delhi,"Sep 15, 1982",India,India,Away,Home,First,Second
152,ODI # 158,Australia,Pakistan,Winner1stInning,Hyderabad,"Sep 20, 1982",Pakistan,India,Neutral,Neutral,Second,First
153,ODI # 159,Sri Lanka,India,Winner2ndInning,Bengaluru,"Sep 26, 1982",India,India,Away,Home,First,Second
154,ODI # 160,Australia,Pakistan,Winner1stInning,Lahore,"Oct 8, 1982",Pakistan,Pakistan,Away,Home,Second,First
155,ODI # 162,India,Pakistan,Winner1stInning,Gujranwala,"Dec 3, 1982",Pakistan,Pakistan,Away,Home,Second,First
156,ODI # 163,India,Pakistan,Winner1stInning,Multan,"Dec 17, 1982",Pakistan,Pakistan,Away,Home,Second,First
157,ODI # 164,India,Pakistan,Winner1stInning,Lahore,"Dec 31, 1982",India,Pakistan,Away,Home,First,Second
158,ODI # 165,New Zealand,Australia,Winner2ndInning,Melbourne,"Jan 9, 1983",Australia,Australia,Away,Home,First,Second
159,ODI # 166,England,Australia,Winner1stInning,Sydney,"Jan 11, 1983",Australia,Australia,Away,Home,Second,First
160,ODI # 167,New Zealand,England,Winner1stInning,Melbourne,"Jan 13, 1983",New Zealand,Australia,Neutral,Neutral,First,Second
161,ODI # 168,New Zealand,England,Winner1stInning,Brisbane,"Jan 15, 1983",England,Australia,Neutral,Neutral,Second,First
162,ODI # 169,England,Australia,Winner2ndInning,Brisbane,"Jan 16, 1983",Australia,Australia,Away,Home,First,Second
163,ODI # 170,New Zealand,Australia,Winner1stInning,Sydney,"Jan 18, 1983",New Zealand,Australia,Away,Home,First,Second
164,ODI # 171,New Zealand,England,Winner2ndInning,Sydney,"Jan 20, 1983",England,Australia,Neutral,Neutral,First,Second
165,ODI # 172,India,Pakistan,Winner2ndInning,Karachi,"Jan 21, 1983",Pakistan,Pakistan,Away,Home,First,Second
166,ODI # 173,New Zealand,Australia,Winner1stInning,Melbourne,"Jan 22, 1983",New Zealand,Australia,Away,Home,First,Second
167,ODI # 174,England,Australia,Winner2ndInning,Melbourne,"Jan 23, 1983",Australia,Australia,Away,Home,First,Second
168,ODI # 175,England,Australia,Winner1stInning,Sydney,"Jan 26, 1983",England,Australia,Away,Home,First,Second
169,ODI # 176,New Zealand,England,Winner2ndInning,Adelaide,"Jan 29, 1983",New Zealand,Australia,Neutral,Neutral,Second,First
170,ODI # 177,England,Australia,Winner1stInning,Adelaide,"Jan 30, 1983",England,Australia,Away,Home,First,Second
171,ODI # 178,New Zealand,Australia,Winner1stInning,Adelaide,"Jan 31, 1983",New Zealand,Australia,Away,Home,First,Second
172,ODI # 179,New Zealand,England,Winner2ndInning,Perth,"Feb 5, 1983",New Zealand,Australia,Neutral,Neutral,Second,First
173,ODI # 180,New Zealand,Australia,Winner1stInning,Perth,"Feb 6, 1983",Australia,Australia,Away,Home,Second,First
174,ODI # 181,New Zealand,Australia,Winner2ndInning,Sydney,"Feb 9, 1983",Australia,Australia,Away,Home,First,Second
175,ODI # 182,New Zealand,Australia,Winner1stInning,Melbourne,"Feb 13, 1983",Australia,Australia,Away,Home,Second,First
176,ODI # 183,England,New Zealand,Winner2ndInning,Auckland,"Feb 19, 1983",New Zealand,New Zealand,Away,Home,First,Second
177,ODI # 184,England,New Zealand,Winner1stInning,Wellington,"Feb 23, 1983",New Zealand,New Zealand,Away,Home,Second,First
178,ODI # 185,England,New Zealand,Winner1stInning,Christchurch,"Feb 26, 1983",New Zealand,New Zealand,Away,Home,Second,First
179,ODI # 186,Sri Lanka,New Zealand,Winner1stInning,Dunedin,"Mar 2, 1983",New Zealand,New Zealand,Away,Home,Second,First
180,ODI # 187,India,West Indies,Winner1stInning,Port of Spain,"Mar 9, 1983",West Indies,West Indies,Away,Home,Second,First
181,ODI # 188,New Zealand,Australia,Winner1stInning,Sydney,"Mar 17, 1983",New Zealand,Australia,Away,Home,First,Second
182,ODI # 189,Sri Lanka,New Zealand,Winner2ndInning,Napier,"Mar 19, 1983",New Zealand,New Zealand,Away,Home,First,Second
183,ODI # 190,Sri Lanka,New Zealand,Winner1stInning,Auckland,"Mar 20, 1983",New Zealand,New Zealand,Away,Home,Second,First
184,ODI # 191,India,West Indies,Winner1stInning,Albion,"Mar 29, 1983",India,West Indies,Away,Home,First,Second
185,ODI # 192,India,West Indies,Winner2ndInning,St George's,"Apr 7, 1983",West Indies,West Indies,Away,Home,First,Second
186,ODI # 193,Australia,Sri Lanka,Winner2ndInning,Colombo,"Apr 13, 1983",Sri Lanka,Sri Lanka,Away,Home,First,Second
187,ODI # 194,Australia,Sri Lanka,Winner2ndInning,Colombo,"Apr 16, 1983",Sri Lanka,Sri Lanka,Away,Home,First,Second
188,ODI # 197,New Zealand,England,Winner1stInning,The Oval,"Jun 9, 1983",England,England,Away,Home,Second,First
189,ODI # 198,Sri Lanka,Pakistan,Winner1stInning,Swansea,"Jun 9, 1983",Pakistan,England,Neutral,Neutral,Second,First
190,ODI # 199,Zimbabwe,Australia,Winner1stInning,Nottingham,"Jun 9, 1983",Zimbabwe,England,Neutral,Neutral,First,Second
191,ODI # 200,West Indies,India,Winner1stInning,Manchester,"Jun 9-10, 1983",India,England,Neutral,Neutral,Second,First
192,ODI # 201,Sri Lanka,England,Winner1stInning,Taunton,"Jun 11, 1983",England,England,Away,Home,Second,First
193,ODI # 202,Pakistan,New Zealand,Winner1stInning,Birmingham,"Jun 11-12, 1983",New Zealand,England,Neutral,Neutral,Second,First
194,ODI # 203,West Indies,Australia,Winner1stInning,Leeds,"Jun 11-12, 1983",West Indies,England,Neutral,Neutral,First,Second
195,ODI # 204,Zimbabwe,India,Winner2ndInning,Leicester,"Jun 11, 1983",India,England,Neutral,Neutral,First,Second
196,ODI # 205,Pakistan,England,Winner2ndInning,Lord's,"Jun 13, 1983",England,England,Away,Home,First,Second
197,ODI # 206,Sri Lanka,New Zealand,Winner2ndInning,Bristol,"Jun 13, 1983",New Zealand,England,Neutral,Neutral,First,Second
198,ODI # 207,India,Australia,Winner1stInning,Nottingham,"Jun 13, 1983",Australia,England,Neutral,Neutral,Second,First
199,ODI # 208,Zimbabwe,West Indies,Winner2ndInning,Worcester,"Jun 13, 1983",West Indies,England,Neutral,Neutral,First,Second
200,ODI # 209,New Zealand,England,Winner2ndInning,Birmingham,"Jun 15, 1983",New Zealand,England,Away,Home,Second,First
201,ODI # 210,West Indies,India,Winner1stInning,The Oval,"Jun 15, 1983",West Indies,England,Neutral,Neutral,First,Second
202,ODI # 211,Sri Lanka,Pakistan,Winner1stInning,Leeds,"Jun 16, 1983",Pakistan,England,Neutral,Neutral,Second,First
203,ODI # 212,Zimbabwe,Australia,Winner1stInning,Southampton,"Jun 16, 1983",Australia,England,Neutral,Neutral,Second,First
204,ODI # 213,Pakistan,England,Winner2ndInning,Manchester,"Jun 18, 1983",England,England,Away,Home,First,Second
205,ODI # 214,Sri Lanka,New Zealand,Winner2ndInning,Derby,"Jun 18, 1983",Sri Lanka,England,Neutral,Neutral,Second,First
206,ODI # 215,West Indies,Australia,Winner2ndInning,Lord's,"Jun 18, 1983",West Indies,England,Neutral,Neutral,Second,First
207,ODI # 216,Zimbabwe,India,Winner1stInning,Tunbridge Wells,"Jun 18, 1983",India,England,Neutral,Neutral,Second,First
208,ODI # 217,Sri Lanka,England,Winner2ndInning,Leeds,"Jun 20, 1983",England,England,Away,Home,First,Second
209,ODI # 218,Pakistan,New Zealand,Winner1stInning,Nottingham,"Jun 20, 1983",Pakistan,England,Neutral,Neutral,First,Second
210,ODI # 219,India,Australia,Winner1stInning,Chelmsford,"Jun 20, 1983",India,England,Neutral,Neutral,First,Second
211,ODI # 220,Zimbabwe,West Indies,Winner2ndInning,Birmingham,"Jun 20, 1983",West Indies,England,Neutral,Neutral,First,Second
212,ODI # 221,India,England,Winner2ndInning,Manchester,"Jun 22, 1983",India,England,Away,Home,Second,First
213,ODI # 222,West Indies,Pakistan,Winner2ndInning,The Oval,"Jun 22, 1983",West Indies,England,Neutral,Neutral,Second,First
214,ODI # 223,West Indies,India,Winner1stInning,Lord's,"Jun 25, 1983",India,England,Neutral,Neutral,Second,First
215,ODI # 224,Pakistan,India,Winner2ndInning,Hyderabad,"Sep 10, 1983",India,India,Away,Home,First,Second
216,ODI # 225,Pakistan,India,Winner2ndInning,Jaipur,"Oct 2, 1983",India,India,Away,Home,First,Second
217,ODI # 226,West Indies,India,Winner1stInning,Srinagar,"Oct 13, 1983",West Indies,India,Away,Home,First,Second
218,ODI # 227,West Indies,India,Winner2ndInning,Vadodara,"Nov 9, 1983",West Indies,India,Away,Home,Second,First
219,ODI # 228,West Indies,India,Winner2ndInning,Indore,"Dec 1, 1983",West Indies,India,Away,Home,Second,First
220,ODI # 229,West Indies,India,Winner1stInning,Jamshedpur,"Dec 7, 1983",West Indies,India,Away,Home,First,Second
221,ODI # 230,West Indies,India,Winner2ndInning,Guwahati,"Dec 17, 1983",West Indies,India,Away,Home,Second,First
222,ODI # 231,West Indies,Australia,Winner1stInning,Melbourne,"Jan 8, 1984",West Indies,Australia,Away,Home,First,Second
223,ODI # 232,Pakistan,Australia,Winner1stInning,Sydney,"Jan 10, 1984",Australia,Australia,Away,Home,Second,First
224,ODI # 233,West Indies,Pakistan,Winner1stInning,Melbourne,"Jan 12, 1984",Pakistan,Australia,Neutral,Neutral,Second,First
225,ODI # 234,West Indies,Pakistan,Winner2ndInning,Brisbane,"Jan 14, 1984",West Indies,Australia,Neutral,Neutral,Second,First
226,ODI # 236,West Indies,Australia,Winner1stInning,Sydney,"Jan 17, 1984",West Indies,Australia,Away,Home,First,Second
227,ODI # 237,West Indies,Pakistan,Winner2ndInning,Sydney,"Jan 19, 1984",West Indies,Australia,Neutral,Neutral,Second,First
228,ODI # 238,Pakistan,Australia,Winner1stInning,Melbourne,"Jan 21, 1984",Australia,Australia,Away,Home,Second,First
229,ODI # 239,West Indies,Australia,Winner1stInning,Melbourne,"Jan 22, 1984",West Indies,Australia,Away,Home,First,Second
230,ODI # 240,Pakistan,Australia,Winner1stInning,Sydney,"Jan 25, 1984",Australia,Australia,Away,Home,Second,First
231,ODI # 241,West Indies,Pakistan,Winner2ndInning,Adelaide,"Jan 28, 1984",West Indies,Australia,Neutral,Neutral,Second,First
232,ODI # 242,West Indies,Australia,Winner2ndInning,Adelaide,"Jan 29, 1984",West Indies,Australia,Away,Home,Second,First
233,ODI # 243,Pakistan,Australia,Winner1stInning,Adelaide,"Jan 30, 1984",Australia,Australia,Away,Home,Second,First
